#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 dsdu_ut mass entropy 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9723825046368445e-14 5619.927979669221 1.5690751210205686e8
50 1005.3616104902592 20.107229933168878 0.0003481312989623027 0.0012120702144309047 0.0017727613458231165 0.0031033246400175695 0.030918577670940483 0.01042730154443517 -5.6003812450473576e-14 5619.927979669272 1.5690751210205352e8
100 2010.7229543410413 20.107222504565925 0.0006434407944676777 0.003577206959860765 0.005454377706651375 0.006122977471540521 0.05548963718122514 0.024392941481638262 -1.5749052085222088e-14 5619.927979669253 1.5690751210205382e8
150 3016.0837866442375 20.107210436401655 0.0008713153758580094 0.00663401589118739 0.010388770802300358 0.008682705687618444 0.08356366502524983 0.037703294229877 8.594357796650908e-14 5619.92797966929 1.5690751210205406e8
200 4021.438250937836 20.106851852404667 0.0010212040378210004 0.01015321199803814 0.016281225658763446 0.010508837322325864 0.10789568751878564 0.05099241299478018 3.097373921027591e-14 5619.927979669265 1.5690751210205337e8
250 5026.783920091618 20.106906601216068 0.001091205299829546 0.013791378198226144 0.022694166296991575 0.010302798475948678 0.13765535574850302 0.06728058138895376 8.140793853465802e-15 5619.927979669264 1.5690751210205293e8
300 6032.137830238064 20.10710602198314 0.001100810080706122 0.017097751938295543 0.02905734598400819 0.009126415849546267 0.16719629276644754 0.08342327400108207 -1.043199390385267e-13 5619.927979669341 1.5690751210205358e8
350 7037.494172585033 20.107117456563945 0.0010778170504042567 0.019784481945148376 0.03491629918752245 0.00835338229216537 0.19229970185382825 0.09732837973548811 1.4209369441037684e-14 5619.927979669313 1.5690751210205197e8
400 8042.848095998224 20.107036556316782 0.0010438291525376084 0.021749005030540256 0.04006609386749941 0.007909343314713319 0.213248149551713 0.1105847165889342 4.642833710530755e-14 5619.9279796693345 1.5690751210205406e8
450 9042.133121764602 20.10659073478241 0.0010150359805605838 0.022982298826497206 0.0444023260290239 0.007098765153582859 0.21527089180164966 0.12073286024632142 1.3115766151068688e-14 5619.927979669289 1.5690751210205254e8
500 10047.475539529905 20.10683155154381 0.0009936368327143619 0.023618364555041557 0.04803562051878376 0.006612223044902712 0.1962058778821559 0.12503074091942853 8.705049075535541e-15 5619.927979669313 1.569075121020535e8
550 11052.818825991033 20.106894122722736 0.0009712827324797073 0.023827538928972433 0.051139664542324374 0.005971057194694257 0.1818338928559539 0.12448286995673175 2.933161672290844e-14 5619.927979669349 1.569075121020537e8
600 12058.164608498962 20.10689261382912 0.0009469247518491192 0.023735427642245035 0.05391716750997391 0.005595241066053468 0.16910582832855775 0.13047708834694974 5.571996802075435e-15 5619.927979669289 1.569075121020553e8
650 13063.506961266761 20.10674819857835 0.0009227162476837348 0.023446154000317642 0.05651615335142213 0.005213734303450281 0.1621920535147832 0.14050513968734166 5.000722524246846e-14 5619.927979669276 1.5690751210205314e8
700 14068.838939604071 20.10663114727097 0.0009019678468384349 0.023049647542935477 0.05904052681475466 0.0050441825940197305 0.1578515415594164 0.15382215013508835 -2.3298802684903156e-14 5619.927979669284 1.5690751210205293e8
750 15074.175166178306 20.106743879194497 0.0008872257446738915 0.022631465280241004 0.06156155260191108 0.004938198835488733 0.15583947948574134 0.16473442944669095 -2.6687975003258405e-15 5619.927979669337 1.5690751210205367e8
800 16079.51091980469 20.106668736859604 0.0008800008955567136 0.022267679243602987 0.0641131375317125 0.004756792429988699 0.15739326668411538 0.17417470321391654 1.550549998206711e-14 5619.927979669358 1.569075121020535e8
850 17084.833041312937 20.106403443580632 0.0008807473398601556 0.022013358002001025 0.06669956737805532 0.004579075141801366 0.1561587205037509 0.18570801628161382 -3.123488687370244e-14 5619.9279796693445 1.569075121020526e8
900 18084.261437019883 20.106503538926923 0.0008887645149065581 0.021888351014534 0.06926556383903826 0.0044644979446365135 0.15390904720958673 0.19667356051838883 5.746084089174306e-14 5619.927979669276 1.5690751210205388e8
950 19089.578435747448 20.106161017863258 0.0009030546180028019 0.021878744188185317 0.07177443258082797 0.004584241079078006 0.150998590562758 0.2074281303990636 -1.6183908974792578e-14 5619.927979669308 1.5690751210205355e8
1000 20094.86526257167 20.103039383398144 0.0009221631520914152 0.02196644648635761 0.07417032277869286 0.004907652805294119 0.14825650554045108 0.21820356084132647 -4.767843434853394e-14 5619.92797966932 1.569075121020534e8
1050 21099.780601534432 20.092529806008145 0.0009447077511821084 0.022128916988282902 0.07645185940016996 0.005201049105062949 0.14798724673675942 0.22910024079305083 2.673345386483329e-14 5619.927979669275 1.5690751210205415e8
1100 22103.933543975247 20.076609251970158 0.000969716591756137 0.022337916750419212 0.07863122524902977 0.005538942872841143 0.14963952260817628 0.23941014039459863 1.9683893445030156e-16 5619.927979669292 1.5690751210205305e8
1150 23107.408745224227 20.06426921697675 0.0009966096285533774 0.022574382737262907 0.0807407176629659 0.005803315142706221 0.15237396733075717 0.24946599396054783 1.3916595090927916e-14 5619.927979669343 1.5690751210205445e8
1200 24110.48305026031 20.059315814657268 0.0010250005939317643 0.022840463583031892 0.08282905658389912 0.006081340318554727 0.15520762460652493 0.2594485030158379 -1.6443050632841327e-14 5619.927979669334 1.569075121020549e8
1250 25113.414627965765 20.060794297605938 0.0010545837137737018 0.023138653269542418 0.08494266090917983 0.006255582559168754 0.15828211988800933 0.2691236061237067 9.073300702120761e-15 5619.927979669319 1.5690751210205266e8
1300 26100.63968040034 20.072415538035596 0.0010845857808868427 0.0234624267417253 0.0870810551981526 0.006421953460289231 0.16114603498193367 0.2783738639333058 1.666399954932866e-14 5619.927979669296 1.5690751210205474e8
1350 27104.417175038525 20.075503431137633 0.0011157140200800217 0.02382183639442973 0.08933464307834199 0.006737492875105004 0.16556997390326467 0.2874387573860496 7.08143018100024e-14 5619.927979669324 1.569075121020537e8
1400 28108.252508209032 20.07814355779557 0.0011472180861173723 0.024213510976979033 0.09167077100508746 0.006748853310750288 0.1687383296340215 0.2962851566858724 -1.906673857288813e-14 5619.927979669288 1.569075121020535e8
1450 29112.18069021468 20.078813707981706 0.001178855877330259 0.024636481274910724 0.09407362426071555 0.0069335155818178755 0.17229044776527613 0.30528803132345983 -5.434085641270107e-15 5619.927979669383 1.5690751210205257e8
1500 30116.274392534317 20.083642120414154 0.0012103785144758268 0.0250892281119066 0.09652649920978708 0.007201603027526851 0.177291861511299 0.3136514151707216 -1.1015365512938518e-15 5619.927979669334 1.569075121020539e8
1550 31120.55725582669 20.08786955605771 0.001241581568532214 0.025569140321065255 0.09902541743539826 0.0073404606139547465 0.18360315221185683 0.3215536501885771 6.356543746746022e-14 5619.927979669309 1.5690751210205388e8
1600 32125.09594599698 20.09192689544409 0.0012722909504455763 0.02607412022837043 0.10156908567382761 0.007469462682597959 0.1885805987530936 0.33001359703229705 1.365870979343381e-14 5619.927979669246 1.5690751210205355e8
1650 33129.64183719678 20.088716289233172 0.0013023559314974604 0.02660098087766725 0.10415875324255541 0.007769328050777776 0.19370256897195803 0.33750444658252915 5.191582814837712e-16 5619.927979669311 1.5690751210205498e8
1700 34133.977870108916 20.08521918264779 0.0013316702788309504 0.027146138818873993 0.10679938981657246 0.008043338486865174 0.1994735692630701 0.34519381884913836 4.41368979029733e-14 5619.927979669314 1.5690751210205233e8
1750 35122.33409884247 20.08225387036756 0.0013597314397872358 0.02769511531761298 0.10944893665282582 0.008342542316645999 0.20425752611177073 0.3518134660293613 2.715014602260492e-14 5619.927979669329 1.5690751210205585e8
1800 36126.339885857415 20.078265143495884 0.0013874043892967314 0.02826329929269625 0.1121841207885281 0.008654189306493141 0.208879486294251 0.36009122885738326 -6.334178869617422e-14 5619.927979669303 1.5690751210205525e8
1850 37130.208848837116 20.07703382417249 0.001414231666592048 0.028837043250384248 0.1149546932314736 0.008947283875117314 0.21458431411576778 0.3673588566961782 -1.1120752102380059e-14 5619.927979669301 1.569075121020541e8
1900 38134.062614696115 20.076817651935748 0.0014402341598504435 0.029412365179267094 0.11775563163618949 0.009209286725174952 0.2190115281710852 0.37597857012623376 5.731873566942474e-14 5619.927979669304 1.5690751210205325e8
1950 39137.90552893073 20.077190768948658 0.0014654369165444793 0.029986297906160742 0.12057989491466037 0.009524487410890318 0.22387410102758792 0.38434903975152745 -4.8911372752837593e-14 5619.927979669307 1.56907512102054e8
2000 40141.86243715211 20.081172295471525 0.0014898820882070678 0.03055745785238365 0.12342176776357502 0.009825637398070065 0.22900846055648322 0.3919182011262328 7.896004727171863e-14 5619.927979669313 1.5690751210205236e8
2050 41146.01105077902 20.08466277126722 0.0015136159864036572 0.031126023286703185 0.12627969386129956 0.01008164893911323 0.23309703355951022 0.3991710642465817 -3.041897183568903e-14 5619.927979669327 1.569075121020532e8
2100 42150.32977788219 20.086999063026564 0.0015366832139895282 0.031694212842969964 0.12915385685768446 0.010347241447332622 0.23792073072556227 0.40679014606883857 3.7904166105167625e-14 5619.927979669319 1.5690751210205528e8
2150 43154.6486704765 20.086473189877072 0.0015591287264828495 0.03226219795559238 0.13204227077306288 0.010701913762364717 0.24230231356614543 0.4123873354565126 6.064429962255695e-15 5619.927979669347 1.5690751210205403e8
2200 44144.03814440861 20.085736942240963 0.0015806884504961788 0.032823080677989 0.1349018255980039 0.010944125845822026 0.24699859870717097 0.41981868780490367 -5.3995561044847324e-14 5619.927979669367 1.569075121020535e8
2250 45148.30729778806 20.08475521228901 0.0016020708781331397 0.0333950790441397 0.13781864651420975 0.011209988694263638 0.25167824322823 0.4266652953851204 -7.99367629062413e-14 5619.927979669349 1.56907512102054e8
2300 46152.5557547691 20.08574729928366 0.0016229966045236141 0.03397054682001005 0.1407475210583928 0.011536064212595919 0.25586406293341657 0.4333085137014696 8.200758910377947e-14 5619.927979669314 1.5690751210205385e8
2350 47156.878388910794 20.085940481235298 0.001643536357147294 0.03454869265234246 0.1436853442729999 0.011780525614201618 0.260773391833333 0.43948958820137407 6.014658640616551e-14 5619.927979669323 1.56907512102053e8
2400 48161.147650576866 20.08458810226483 0.0016637439370067338 0.035129621908860514 0.14662968540324292 0.012035571347861462 0.26492137525914616 0.44648854572880975 -2.894684631245843e-14 5619.927979669325 1.569075121020541e8
2450 49165.313834389315 20.081601340680777 0.0016836799846229262 0.03571192618402409 0.1495751258998123 0.012355805939193866 0.2695464232289032 0.4533903253994825 -4.8100242448082327e-14 5619.927979669328 1.5690751210205412e8
2500 50169.40389540119 20.080156228384833 0.0017034011257014098 0.03629436286817322 0.15251725409854588 0.012592700103297659 0.27377210565320476 0.45978960659696644 1.502296124549972e-14 5619.927979669314 1.5690751210205293e8
2550 51173.40914899026 20.07932894057723 0.0017229660886987708 0.036876947989877895 0.15545161592198348 0.01285129914306589 0.2781668415420386 0.46616778465909015 -1.3616271167823487e-14 5619.927979669327 1.5690751210205275e8
2600 52161.23405346285 20.077300902145595 0.001742114472438887 0.03744994380763897 0.15832744137143168 0.013114787062432702 0.2823213988343954 0.47250795966240045 -3.202148963648373e-16 5619.927979669336 1.569075121020537e8
2650 53165.07022105372 20.075827185407476 0.0017615209204036792 0.038031972002292844 0.16123205759808026 0.013354858545043523 0.287177456175152 0.4792542592116352 -4.255986440384579e-14 5619.927979669308 1.569075121020533e8
2700 54168.789913492226 20.07335715758859 0.0017809158897789217 0.03861363638363392 0.16411375929823227 0.013618106561742196 0.29138471225128243 0.48531428211430955 -2.5882343612909905e-14 5619.927979669285 1.5690751210205477e8
2750 55172.43117331672 20.072424854910125 0.0018003426619804645 0.03919582997522247 0.1669689125999212 0.013873374550928397 0.29569846464006344 0.49095878101122725 -3.729751595901727e-14 5619.927979669269 1.569075121020554e8
2800 56176.01746873758 20.068884479895928 0.001819836218243464 0.03977916423366071 0.16979756578165103 0.014126309878884821 0.3002161242136275 0.49700094388658445 6.722815241245488e-14 5619.927979669272 1.5690751210205406e8
2850 57179.47146431369 20.068771037079614 0.0018394303727570743 0.0403645671432567 0.17260367975237928 0.014393163868114713 0.30516789885933243 0.5036467450088714 -8.693440701881511e-14 5619.927979669285 1.5690751210205367e8
2900 58182.856605970046 20.067076074827337 0.0018591470937085067 0.0409534487101296 0.1753947427965388 0.014643931747251744 0.30983948852312554 0.5101993347181816 4.562919063052375e-14 5619.927979669327 1.5690751210205466e8
2950 59186.13495870869 20.064877144563535 0.0018790057062299955 0.04154676999254479 0.1781794897415547 0.014872177491123474 0.31408954809135126 0.5166905760425778 1.032657705636001e-14 5619.927979669342 1.5690751210205445e8
3000 60189.30996551676 20.06391082491529 0.0018990278113199333 0.04214514544103213 0.18096415188307827 0.015129203035698596 0.31799419223946773 0.5230243337735094 3.9975512047101917e-14 5619.927979669282 1.5690751210205385e8
3050 61182.11414791854 20.06069832184724 0.0019190095056492971 0.042742691249410165 0.18372253316939502 0.015353885488876194 0.3221988753133091 0.5292088032140301 -9.208457293578523e-15 5619.927979669375 1.569075121020535e8
3100 62185.142955983894 20.060099844131862 0.0019393667025503554 0.04335161777074601 0.18650634871658175 0.01559649248349447 0.32681858215302234 0.5351841214537686 -6.257676163567835e-14 5619.927979669304 1.569075121020544e8
3150 63188.07849007128 20.057583269142167 0.001959897505107553 0.04396491985173064 0.1892745824530835 0.015822398793379183 0.3324257376109685 0.5413153663398491 -7.278567828259497e-14 5619.927979669279 1.5690751210205346e8
3200 64190.88658952557 20.055886122084388 0.001980584567829739 0.044581190779497834 0.19201432975798444 0.016069817254259572 0.33669538070398386 0.5470653535059162 -3.461830838039779e-14 5619.92797966924 1.569075121020541e8
3250 65193.6568049506 20.05469861547023 0.002001419727270785 0.04519915976329163 0.1947195532396465 0.016276087878986954 0.3416614168604862 0.5529574818579849 2.3986271185853373e-14 5619.927979669332 1.569075121020538e8
3300 66196.32286835332 20.052402391389478 0.0020223840887200763 0.04581769269779926 0.19739408456613056 0.0165198221222228 0.34736103961962883 0.5585824708447631 -3.6709895375226204e-14 5619.927979669333 1.569075121020534e8
3350 67198.86501894478 20.051009091118694 0.0020434460428325296 0.046436387049860015 0.2000470145608935 0.01675895632206295 0.3525399653078789 0.5641511209057846 4.668070832723585e-14 5619.927979669266 1.569075121020531e8
3400 68201.33555211448 20.04846965460164 0.0020645749710184497 0.04705518936881362 0.20269196855886354 0.016994400768503694 0.355713374491881 0.5695710400122913 1.2393263994570831e-14 5619.927979669366 1.569075121020533e8
3450 69200.17875225077 20.044695976140233 0.0020856643349999914 0.04767292018378696 0.20533032642933674 0.017181086436916234 0.36023341813007176 0.5749011188437962 -4.587882872489782e-15 5619.927979669307 1.5690751210205525e8
3500 70202.42959567353 20.045056615038177 0.0021068064325615193 0.0482943476591882 0.2079842983223262 0.017440252424585228 0.36525278185913335 0.5802146648420975 -1.5367415300482054e-14 5619.92797966931 1.5690751210205388e8
3550 71204.60810195743 20.04361537470598 0.002127876241645408 0.04891822197697994 0.21064057147330414 0.017696328044389063 0.3704409821889006 0.5853245556837825 -3.620717821683401e-14 5619.927979669299 1.569075121020541e8
3600 72206.74926987554 20.04283825800431 0.0021487992046772928 0.04954509863417301 0.213291233631305 0.017931512671192126 0.37448388308110614 0.5903250628007292 -5.422700808535727e-15 5619.927979669285 1.569075121020538e8
3650 73208.84040818959 20.039720921684516 0.0021694621460626243 0.050176577253153005 0.21593199990371334 0.018207388607666818 0.3785130488175525 0.5952496839793104 7.3903592391119e-14 5619.9279796693 1.5690751210205382e8
3700 74210.75407374131 20.037673822646024 0.0021896954625496286 0.05081449172344234 0.21856258639722806 0.01840427583760794 0.3830868475630966 0.6002269880890095 -1.7881626468344125e-14 5619.927979669363 1.5690751210205394e8
3750 75212.62602987325 20.036236377791646 0.002209116558483282 0.05146254692651478 0.2211864305260332 0.018650164802326324 0.38649041014882085 0.6050249546618309 6.190694197997397e-14 5619.927979669417 1.5690751210205266e8
3800 76214.37680483064 20.034369909396965 0.0022264202482886043 0.05213192887876702 0.22381001300668232 0.01890874017157675 0.3900582217096447 0.6095075240760538 -1.757023974837665e-14 5619.927979669377 1.5690751210205323e8
3850 77216.05715025181 20.033149524445594 0.0022413758707901447 0.05282129872456251 0.22644058140202464 0.019137805130652785 0.39463841188924 0.6141408217495259 8.005354461113009e-14 5619.92797966929 1.5690751210205263e8
3900 78200.67004294586 20.029774464985916 0.002259150820021228 0.053467937062131106 0.22902336468288237 0.0193592293722626 0.39962937258862385 0.618717424809625 -8.395061052822918e-15 5619.9279796693545 1.5690751210205424e8
3950 79202.13956364164 20.02805408525413 0.0022865296996156833 0.054040864279522 0.23162915798776765 0.019606085431888954 0.4038933036282094 0.6230831077032823 -9.227478442809097e-14 5619.927979669259 1.569075121020539e8
4000 80203.53171763304 20.027750298220866 0.002326191417090902 0.05449804375035998 0.23421063528727362 0.019843624504198715 0.4074712680697737 0.6272964722572676 -8.13481755535024e-14 5619.927979669324 1.5690751210205442e8
4050 81204.84652618735 20.02530474086129 0.0023754288427813852 0.05485601563661121 0.23678095619195563 0.020095449500095525 0.4112707960965601 0.6317763546416929 -3.170979256554591e-14 5619.927979669314 1.5690751210205263e8
4100 82206.05758346771 20.02425184312866 0.0024216774969292873 0.055227080790370475 0.23937222642779768 0.02032239469981383 0.4160411775290261 0.6361064172292896 -3.1147085125461555e-14 5619.927979669291 1.5690751210205498e8
4150 83207.22694910351 20.02309505319018 0.0024480587937013767 0.055771796959837056 0.24202849522111755 0.020553962985584515 0.4197261053062405 0.6411772782726207 -2.651836866536169e-15 5619.9279796693 1.569075121020514e8
4200 84208.3107618927 20.02094328808481 0.0024453982430785027 0.05657811431986567 0.2447652221587464 0.020774826750333424 0.42390107810084077 0.645863549829701 1.309660529424063e-14 5619.927979669304 1.5690751210205147e8
4250 85209.29974578826 20.01880590592582 0.0024158960047912926 0.057621433160673655 0.24755175448866437 0.021000959674693027 0.4271740094485971 0.6510440376309077 -4.845782659261118e-14 5619.9279796692645 1.569075121020528e8
4300 86210.25105194855 20.018106010723535 0.0023779263572472967 0.058725742429274606 0.2503177073831304 0.021225971322194972 0.43093748771771884 0.6556343600290727 -1.9763000224744987e-15 5619.927979669295 1.569075121020544e8
4350 87200.68757864129 20.016414147154865 0.002358762784108228 0.059657887898914554 0.2529471456850002 0.021465930725385354 0.43550263367060976 0.6604684607179752 3.2564401919495815e-14 5619.927979669289 1.569075121020553e8
