#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 dsdu_ut entropy h_squared 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 2.225391173651653e-12 6.049694847635326e8 1.230477225183268e8
200 3425.0990965312403 17.125495460912035 1.3840971913343035e-6 3.1940969947279794e-8 1.1379754103521838e-8 1.7214695617440157e-5 1.3277228106400862e-6 8.307802858154023e-7 2.1587903718481035e-12 6.049694847635171e8 1.230477225183269e8
400 6850.1981833211275 17.125495417719033 1.388601038803677e-6 5.431600627756663e-8 1.8292239078854833e-8 1.827997766667977e-5 2.8024933813042274e-6 1.3220044271511355e-6 1.917879681124483e-12 6.04969484763572e8 1.2304772251833043e8
600 10275.297273297227 17.12549546379753 1.5085340308310651e-6 7.184182192374097e-8 2.367165591442179e-8 1.5845995221752673e-5 3.85730886293123e-6 1.8752975805601604e-6 2.1962064839646393e-12 6.049694847635585e8 1.230477225183329e8
800 13700.396369770551 17.125495508591285 1.7808778306821675e-6 8.678884454832847e-8 2.8902306841451365e-8 2.1176132577238604e-5 5.387743694573732e-6 2.5703730757746165e-6 2.6630818605745774e-12 6.049694847635454e8 1.2304772251833335e8
1000 17125.49547042369 17.125495499882764 2.105458446520421e-6 1.0015603705314886e-7 3.376127982035846e-8 3.0242865250329487e-5 6.620155282577311e-6 3.398469649640301e-6 2.19616831838324e-12 6.049694847635567e8 1.2304772251832215e8
1200 20550.59457218343 17.125495502215212 1.935338667248926e-6 1.1216845923220127e-7 3.8074165256036014e-8 3.1862989999353886e-5 7.312700445516462e-6 4.077481712554294e-6 2.246304527842977e-12 6.049694847635505e8 1.2304772251832774e8
1400 23975.693673361548 17.125495496459816 2.1169211769449455e-6 1.2316428297635735e-7 4.2612820459062345e-8 3.753066994249821e-5 7.586682863242045e-6 4.843273297402105e-6 2.0549921742402022e-12 6.049694847635396e8 1.23047722518335e8
1600 27400.79277336117 17.125495499625384 2.1025112890755794e-6 1.3383380843344314e-7 4.762154429844945e-8 2.6070232706842944e-5 7.559548847152486e-6 5.578429599920748e-6 1.938441003286619e-12 6.049694847635623e8 1.2304772251832776e8
1800 30825.891863509933 17.125495435374283 2.561152411393156e-6 1.4419550943910235e-7 5.2825009950010354e-8 3.4283128115930595e-5 7.633760292780067e-6 6.320624653824089e-6 2.2298156810301622e-12 6.049694847635206e8 1.2304772251832433e8
2000 34250.990937296185 17.125495380577743 2.5789587339256367e-6 1.53986287123801e-7 5.837700477607306e-8 3.0649660402559675e-5 7.319640602854172e-6 7.039555587794004e-6 2.5647072062935394e-12 6.049694847635415e8 1.2304772251832934e8
2200 37676.09001962082 17.12549544977237 2.6821938455271564e-6 1.6362061136364937e-7 6.378488390813263e-8 4.1033375964616425e-5 8.085181410710796e-6 7.742412360719174e-6 2.470941680046524e-12 6.049694847635787e8 1.2304772251832946e8
2400 41101.18911229816 17.125495540225444 2.5790374125442745e-6 1.7332702198264138e-7 6.907426505232149e-8 5.027366569265723e-5 8.285535821772605e-6 8.375229032838404e-6 2.0501846095824482e-12 6.04969484763568e8 1.2304772251832458e8
2600 44526.28822824637 17.125495627132917 2.538759701762438e-6 1.834234053996436e-7 7.444018429352279e-8 5.704346222046297e-5 9.084118294089283e-6 8.989183943833301e-6 2.201015875328385e-12 6.049694847635607e8 1.2304772251832809e8
2800 47951.38734039587 17.125495553327465 2.7344997840948693e-6 1.9397049042740633e-7 7.996343007405183e-8 6.548183228005655e-5 1.0052165803020596e-5 9.586051187490674e-6 2.35169407413972e-12 6.04969484763579e8 1.2304772251832871e8
3000 51376.48644779951 17.12549548882573 3.0759541840154445e-6 2.0488683582758153e-7 8.615654515755473e-8 7.661513518542051e-5 1.104079034358954e-5 1.019050426838506e-5 1.9311495985812347e-12 6.049694847635692e8 1.2304772251833242e8
3200 54785.585238187836 17.125495616103077 3.4983995012809316e-6 2.158437362908415e-7 9.32967751869505e-8 9.436851178179495e-5 1.2087495090514627e-5 1.0760240045358874e-5 2.4957110901999946e-12 6.049694847635494e8 1.230477225183265e8
3400 58210.684345064576 17.125495521591315 3.7759288348294387e-6 2.2684507635464335e-7 1.0113024296909128e-7 9.238861093763262e-5 1.3160059336721208e-5 1.131287647051539e-5 2.1821203998228927e-12 6.04969484763544e8 1.2304772251833118e8
3600 61635.78343768307 17.125495396087835 4.068593699235023e-6 2.376387276040434e-7 1.0932268177479485e-7 0.0001090261539502535 1.4267304835231809e-5 1.1829109901233606e-5 1.9146157834195004e-12 6.04969484763579e8 1.2304772251833269e8
