#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 l2_H l2_vcon1 l2_vcon2 linf_H linf_vcon1 linf_vcon2 dsdu_ut mass entropy 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.9039342521704064e-13 9507.35078012779 7.387780849021574e8
50 414.4056065762233 8.285239722805564 1.6329617703159327e-8 9.285208296261469e-8 2.215401250766089e-7 5.339287374566972e-8 3.988826172380382e-7 5.643343158800535e-7 1.262905709191499e-8 1.646035361795818e-7 2.020246373964896e-7 5.2404417771570313e-8 3.9970537258319395e-7 4.0983247655791603e-7 -1.3300721258281565e-9 9507.350780127696 7.387780849021615e8
100 828.5228668569875 8.279610298639994 1.617148317062608e-8 8.569258000011804e-8 1.689755397849548e-7 7.484903198423598e-8 4.2271492949012364e-7 4.054934977342767e-7 1.2506758452095964e-8 2.0220824204968988e-7 2.506419201714912e-7 7.346334585559267e-8 6.811230742640539e-7 1.1892383103398589e-6 -1.577794912335324e-9 9507.350780127648 7.387780849021603e8
150 1242.3658889321018 8.27426516944953 1.604520882769196e-8 8.803620499723025e-8 1.921480391818779e-7 9.673060562912473e-8 4.898837303212648e-7 4.938562419128823e-7 1.2409099957196701e-8 1.9517014857027028e-7 3.0386805049174434e-7 9.493989522257754e-8 9.627537698539132e-7 1.9404950997937592e-6 -1.5855211076067067e-9 9507.350780127734 7.387780849021562e8
200 1655.9489866995586 8.269208205508813 1.4803634346706355e-8 9.319094527294193e-8 1.8165088030560483e-7 9.595298562741108e-8 5.534969310587756e-7 4.7026636328483985e-7 1.1448886724245095e-8 1.8649185210478085e-7 2.984822360314233e-7 9.417679780315229e-8 1.0735718744529018e-6 2.1568652040767548e-6 -1.556507737371342e-9 9507.350780127572 7.387780849021659e8
250 2069.286664463186 8.264443138170753 1.457417041596108e-8 1.006692475294611e-7 1.867077693641149e-7 8.996683300034206e-8 6.569761284813142e-7 4.970599475700464e-7 1.1271423103467731e-8 1.8874449499742699e-7 2.807108858371968e-7 8.830151412558329e-8 1.0851546300696015e-6 1.9291586911847733e-6 -1.5093476417463898e-9 9507.350780127743 7.387780849021394e8
300 2482.3936076620594 8.259973477453242 1.446009847060226e-8 1.0770604076978981e-7 1.8826268979600782e-7 8.726695622890168e-8 7.487319415371852e-7 5.335955446069264e-7 1.1183201741968457e-8 1.9747578750912417e-7 2.741649914957169e-7 8.56518810230202e-8 1.0650498076116392e-6 1.6653656695698046e-6 -1.5120119148764837e-9 9507.350780127621 7.387780849021527e8
350 2895.2846715963237 8.255802528929111 1.4445488983013155e-8 1.1489093986960128e-7 1.9104307289535927e-7 7.867142030395635e-8 8.375932496330023e-7 5.984926638168825e-7 1.1171903004925665e-8 2.085683065260008e-7 2.739741646708759e-7 7.721573581842977e-8 1.0887067631532212e-6 1.5771976624550919e-6 -1.5050655782578222e-9 9507.350780127552 7.387780849021387e8
400 3307.9748716176414 8.251933381771387 1.4535569776274085e-8 1.2191047406881418e-7 1.9336905605340483e-7 8.820073188832572e-8 9.156682332236845e-7 6.516628829374294e-7 1.1241570005179683e-8 2.191629766213095e-7 2.7044864592341186e-7 8.656900617483674e-8 1.199260424517385e-6 1.586604327724727e-6 -1.5054497450771073e-9 9507.350780127741 7.387780849021544e8
450 3720.4793722886875 8.248368924691569 1.4620070253911158e-8 1.287477851065937e-7 1.9637311426858824e-7 9.542570226257234e-8 9.888317058764643e-7 7.063738991544987e-7 1.1306921281360628e-8 2.276060531592402e-7 2.669171976967887e-7 9.365969742514953e-8 1.317469880653832e-6 1.5661394006089266e-6 -1.5072661523987193e-9 9507.35078012768 7.387780849021724e8
