#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 l2_H l2_vcon1 l2_vcon2 linf_H linf_vcon1 linf_vcon2 dsdu_ut mass entropy 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.0626691299926604e-12 9507.350780127965 7.38778084907083e8
50 1592.9536375203693 31.845156654722718 1.0070602680569025e-8 5.662668494864897e-8 1.4397333215698835e-7 5.1368566176082674e-8 3.5239918686729177e-7 5.212324126683155e-7 7.7884380720599e-9 1.0069187328329814e-7 1.3169867788679745e-7 5.0419062908024696e-8 5.046688370136095e-7 4.467106060697499e-7 3.842998738425344e-12 9507.350780127934 7.387780849070781e8
100 3184.8276521136795 31.83340120287056 1.3743389577678643e-8 1.0545725341994667e-7 2.0770453754231328e-7 6.698979043122335e-8 6.018634751639707e-7 6.282067164822347e-7 1.0628910901396458e-8 2.059017674084211e-7 2.3839364234702668e-7 6.574962288195248e-8 1.0380893144128492e-6 9.562215218117541e-7 3.344007743696877e-12 9507.350780127952 7.387780849070793e8
150 4776.630447894553 31.841934234910084 1.5254239102286454e-8 1.2084191874910735e-7 1.9623892225856056e-7 7.410684387631256e-8 7.769773828934074e-7 8.449646280755401e-7 1.1797377013648517e-8 2.310219687564944e-7 2.901415603432227e-7 7.273670740789977e-8 9.257681266683845e-7 1.6184531227081763e-6 3.760531710260785e-12 9507.350780128025 7.387780849070762e8
200 6369.3799272290435 31.870864666204728 1.3078596401426309e-8 1.3199600085609687e-7 2.0226988699100688e-7 7.60804121343897e-8 1.1585435671393521e-6 1.1394532114866664e-6 1.0114770820024077e-8 2.3213432754545367e-7 3.2361005513594335e-7 7.467675950587157e-8 1.3105289470496106e-6 1.6007992935797624e-6 3.5016936765087006e-12 9507.35078012798 7.38778084907085e8
250 7964.095070680292 31.92012850089375 1.1062122462223291e-8 1.4352737411132874e-7 2.1479149124815486e-7 5.9161175939429117e-8 1.5577807460317578e-6 1.3394495338052666e-6 8.555263121911489e-9 2.7011197357087483e-7 3.162717683277354e-7 5.806696765989191e-8 1.7814027709412333e-6 1.6932671265880307e-6 4.401510113542801e-12 9507.350780128014 7.387780849070802e8
300 9535.099021959571 31.988156049546742 1.1035769814255493e-8 1.4992646453277176e-7 2.2373680983418543e-7 5.301388705835541e-8 1.8520085271004953e-6 1.5026793929205542e-6 8.534882419554959e-9 2.98581210665188e-7 2.9411430975441465e-7 5.203651293062204e-8 2.0544673608541135e-6 1.9450719446497904e-6 3.876074763255855e-12 9507.350780127945 7.387780849070835e8
350 11136.462348654817 32.03753199387937 1.157288668219676e-8 1.5276299045672728e-7 2.2590240609274637e-7 5.340990826520371e-8 2.044014364563093e-6 1.774167204857161e-6 8.95027974920125e-9 3.1576408826666987e-7 3.1758913123947527e-7 5.242219501975433e-8 2.2961988200584505e-6 2.3546148244537795e-6 2.4816801483732044e-12 9507.350780127994 7.387780849070826e8
400 12736.203337655903 31.956985650985747 1.3744553290838968e-8 1.5766551488273548e-7 2.3139421809232835e-7 7.17972944699801e-8 2.2298956911611766e-6 2.045825286230269e-6 1.0629810898536402e-8 3.326907760438378e-7 3.6764469367163154e-7 7.046972902331256e-8 2.4490867393117694e-6 2.820088141533088e-6 4.601656725564899e-12 9507.350780127967 7.387780849070827e8
450 14332.42142402463 31.896295802122882 1.6715584425425526e-8 1.7127894298935736e-7 2.418280311580615e-7 8.208156473616061e-8 2.5150212815213645e-6 2.4483385191704446e-6 1.2927557392061635e-8 3.517537789174628e-7 4.0423789550421294e-7 8.05631962808858e-8 2.7016327172004873e-6 3.349196272293363e-6 4.9451251207024994e-12 9507.350780128025 7.387780849070839e8
500 15926.119457838146 31.85582282168108 1.710911232534116e-8 1.9680629426131568e-7 2.5776229228741273e-7 1.0615641584144622e-7 3.121277401158313e-6 3.2497098966431325e-6 1.3231905381522418e-8 3.771561500562381e-7 4.558299633917678e-7 1.0419587645467044e-7 3.271366395028184e-6 4.346072891622593e-6 3.882390547588543e-12 9507.350780127987 7.387780849070804e8
550 17502.855421631593 31.83583069932762 1.4861460182301966e-8 2.175521579252441e-7 2.7677302160032667e-7 8.811839303631449e-8 3.5173986220498753e-6 3.990161367519853e-6 1.1493608272558787e-8 3.9894985638893033e-7 5.237857198906538e-7 8.64881764240668e-8 3.5952995494964135e-6 5.202494964352889e-6 2.568016288431175e-12 9507.350780127948 7.387780849070764e8
600 19094.56452145256 31.83591558556472 1.3020276160304404e-8 2.223427997417155e-7 2.8938118053538365e-7 7.571018918006206e-8 3.683807379344671e-6 4.420635976624703e-6 1.0069666906369238e-8 4.066961330952161e-7 5.749140088971703e-7 7.430939291310592e-8 3.689481735239876e-6 5.595270893602316e-6 3.6210522366802025e-12 9507.350780127996 7.38778084907077e8
650 20686.7938559801 31.85619270931091 1.2451845431617908e-8 2.269925103801067e-7 3.0391557449953903e-7 6.165660167129403e-8 3.4401758960553967e-6 4.826710765393129e-6 9.630051953873301e-9 4.095761467051732e-7 6.224818369248432e-7 6.051614143682961e-8 3.43580568689289e-6 5.908350945483468e-6 3.980406772585505e-12 9507.350780127957 7.387780849070795e8
700 22280.120686682592 31.859730927444346 1.4479829940206654e-8 2.259937871882804e-7 3.256037479448658e-7 8.236920705511209e-8 3.5477283945187054e-6 4.905718092693273e-6 1.1198461735042301e-8 4.0195319584544393e-7 6.951867003150565e-7 8.084609849242794e-8 3.5306022778372453e-6 5.956555896884892e-6 3.815545465515144e-12 9507.350780127928 7.387780849070832e8
750 23872.449232719035 31.83719570211437 1.715794048138259e-8 2.27739887775809e-7 3.4417201952986443e-7 9.592919902687256e-8 3.453014825382583e-6 4.840253359017339e-6 1.3269668272410718e-8 3.949820303802028e-7 7.624335309592272e-7 9.415393482349513e-8 3.446666886020982e-6 6.005113365450395e-6 3.910747442870683e-12 9507.350780127912 7.387780849070779e8
800 25464.16399942 31.834822957109107 1.9110072387432817e-8 2.358759401641615e-7 3.5343430188111384e-7 1.1537638091328109e-7 3.2916348615015728e-6 4.712676662938454e-6 1.4779414902715648e-8 3.9812870645800823e-7 7.733165344708709e-7 1.1324253859463016e-7 3.3496785769465116e-6 5.951262908786062e-6 4.659702019009865e-12 9507.350780127952 7.387780849070797e8
850 27034.558658011538 31.852427470364173 1.9453044036884552e-8 2.5034087839493696e-7 3.5688283855731107e-7 1.249004082900907e-7 3.2697162388338515e-6 4.449809333890032e-6 1.504466352101105e-8 4.1739812395468976e-7 7.354986192905651e-7 1.2259329514300767e-7 3.412579186299147e-6 5.703871492521158e-6 4.07608162012297e-12 9507.350780128001 7.387780849070804e8
900 28628.066807458392 31.89052708874961 1.8247447953939846e-8 2.659181972709659e-7 3.558274498303964e-7 1.165344309961921e-7 3.2907919532646337e-6 4.2224548096306835e-6 1.4112275387913137e-8 4.453555800877824e-7 6.97042906603227e-7 1.1437974499907566e-7 3.5218389885755532e-6 5.7737798171508714e-6 4.548840763706698e-12 9507.350780128007 7.387780849070808e8
950 30223.99716689975 31.948871056639163 1.67861340221315e-8 2.8083365325232224e-7 3.5177974060395704e-7 1.176062961984473e-7 3.3038058620173713e-6 4.548703104128245e-6 1.2982119287200593e-8 4.7180310848996227e-7 6.762898331823893e-7 1.1543164440711199e-7 3.621989497522317e-6 6.284976824611597e-6 3.195580589902624e-12 9507.35078012793 7.387780849070837e8
1000 31823.354169981332 32.027121562337264 1.6775784786420492e-8 2.934999552924365e-7 3.4732953221960486e-7 1.0152453614107985e-7 3.022705644196908e-6 4.903926916928903e-6 1.2974115358068532e-8 5.022309154156662e-7 6.631841978258309e-7 9.964792190208691e-8 3.3917092288907895e-6 6.527179607350218e-6 3.810621489369744e-12 9507.350780127976 7.387780849070799e8
1050 33424.90867053407 31.997503894819797 1.8083057155477347e-8 3.023359999589213e-7 3.509621813089664e-7 9.189376133706315e-8 3.076429612661962e-6 5.2980959947312e-6 1.3985138254912837e-8 5.422213455941613e-7 6.539026950786162e-7 9.020063160004703e-8 3.494137130785466e-6 6.867842729842953e-6 4.321666366215425e-12 9507.350780127965 7.387780849070823e8
1100 35007.09018325004 31.926774179861322 1.985792458166122e-8 3.10714200298375e-7 3.6126911166024107e-7 1.498399420249432e-7 3.1065242807534653e-6 5.86698941866529e-6 1.5357791458556924e-8 5.719538165324454e-7 6.489872757335619e-7 1.470698025153699e-7 3.429063824499845e-6 7.433072252767995e-6 3.902140056887122e-12 9507.350780127992 7.3877808490708e8
1150 36602.03174881483 31.875286395347764 2.140109346111025e-8 3.2150526578422974e-7 3.7131349287872116e-7 1.4134042493187174e-7 4.426034830037728e-6 6.2452561026790896e-6 1.655125282524118e-8 5.899553924587706e-7 6.341368111994535e-7 1.3873253498172228e-7 4.29748018498464e-6 7.69943483014232e-6 2.815465234279299e-12 9507.350780127967 7.387780849070789e8
1200 38194.916272828224 31.844115173516485 2.22524989367327e-8 3.342215556481995e-7 3.7592344140676204e-7 1.395171599956791e-7 5.261185901468282e-6 6.515187425534806e-6 1.7209715782934293e-8 6.225036673871616e-7 5.995072941925549e-7 1.369382300897746e-7 4.965749037151712e-6 7.77325267257007e-6 3.8033121033187575e-12 9507.350780127997 7.387780849070808e8
1250 39786.762452199066 31.833343556489236 2.2135554796467536e-8 3.4607696436096736e-7 3.72782975092243e-7 1.3395217967662185e-7 5.31759856470244e-6 6.411525533054091e-6 1.711927311407521e-8 6.631834701784326e-7 5.533229666504487e-7 1.3147226777582052e-7 4.880500166246911e-6 7.373574392549816e-6 3.007758755263904e-12 9507.350780127976 7.387780849070808e8
1300 41378.58865255038 31.842880771348224 2.1360798046907765e-8 3.567454097434936e-7 3.6528084342611124e-7 1.1552389982919236e-7 4.785148367818303e-6 5.838335113672944e-6 1.6520089016660453e-8 7.028167778992788e-7 5.138461749072614e-7 1.1338752901337167e-7 4.340284970267347e-6 6.338519131852665e-6 3.791319962348779e-12 9507.350780127987 7.38778084907078e8
1350 42971.404467080276 31.872471058950424 2.1637455630535065e-8 3.670311401271658e-7 3.5229350428800665e-7 1.1190797359597133e-7 4.1017851112021446e-6 5.772177807857882e-6 1.6734051430091626e-8 7.3984370574298e-7 4.819116085242264e-7 1.098378961433401e-7 3.720912724704746e-6 6.033531192669457e-6 2.0118214028689017e-12 9507.350780127968 7.387780849070812e8
1400 44538.079402443895 31.847118195358505 2.2514426209669423e-8 3.8094922962898664e-7 3.5173620712294504e-7 1.1079690676879925e-7 4.963725899015163e-6 5.50468105130415e-6 1.7412286017124507e-8 7.712974087415126e-7 4.6718836893502347e-7 1.0874804064132574e-7 4.527029295793839e-6 6.036798446181396e-6 3.2100304114234023e-12 9507.350780127972 7.387780849070804e8
1450 46130.007161351285 31.83362030303202 2.3897707799470948e-8 3.9971248260454327e-7 3.6051014952145455e-7 1.130969225884374e-7 6.4557169355425754e-6 5.58901688043356e-6 1.848209319131457e-8 7.918054188605774e-7 4.7555347025762283e-7 1.1100357791965012e-7 5.835931725074719e-6 6.405011470333374e-6 3.4734459051146976e-12 9507.35078012799 7.387780849070785e8
1500 47721.77608839069 31.8403937887088 2.425858967365015e-8 4.1859726213465984e-7 3.781996190470399e-7 1.1867324757986179e-7 6.514224801220929e-6 5.3735543853918185e-6 1.876119328146968e-8 7.942263896958735e-7 5.065381600912786e-7 1.1647805496632458e-7 5.997880679678136e-6 6.386745890124818e-6 3.459523994333458e-12 9507.350780127963 7.387780849070792e8
1550 49314.40357012162 31.867561211378074 2.342290075588741e-8 4.3544427296917306e-7 3.9752241968868756e-7 1.3666429377115355e-7 5.52375418591989e-6 6.156865323406675e-6 1.8114885252503463e-8 7.85828502041978e-7 5.46437544297594e-7 1.3414356367123612e-7 5.203028354132626e-6 6.662760226055082e-6 2.4673370576728403e-12 9507.35078012799 7.387780849070826e8
