N   M   end_time resolution_km            l2_depth_error           linf_depth_error         l2_height_error          linf_height_error        l2_order linf_order
3   4   5.00000 8.33990747766848358e+02  3.92652695082332899e-04  1.83008481765062976e-03  3.03671650748896379e-04  1.79628057549142050e-03  missing  missing
3   8   5.00000 4.16995373883424179e+02  4.22336649705805462e-05  1.43722450893327006e-04  3.26628209828884700e-05  1.41067914942719173e-04  3.22     3.67     
3   16  0.13346 2.08497686941712089e+02  0.00000000000000000e+00  0.00000000000000000e+00  2.01271109696545323e-05  4.17951943628091203e-05  0.70     1.75     
