N   M   end_time resolution_km            l2_depth_error           linf_depth_error         l2_height_error          linf_height_error        l2_order linf_order
4   4   5.00000 6.25493060825136240e+02  5.14677169593354458e-06  2.65325610061238422e-05  3.98042834198364267e-06  2.60422424883457744e-05  missing  missing
4   8   5.00000 3.12746530412568120e+02  1.27822059275717212e-07  1.26625187773793498e-06  9.88554731341265184e-08  1.24285522021009315e-06  5.33     4.39     
4   16  5.00000 1.56373265206284060e+02  4.36840060337818010e-09  5.65662736731675923e-08  3.37844900169532046e-09  5.55190701394438295e-08  4.87     4.48     
4   32  5.00000 7.81866326031420300e+01  1.38446149865368818e-10  2.84070745877607757e-09  1.07071969658080265e-10  2.78813679855610668e-09  4.98     4.32     
4   64  5.00000 3.90933163015710150e+01  4.24148788335666799e-12  1.62192533277520562e-10  3.28029680615740711e-12  1.59190034305057827e-10  5.03     4.13     
