N   M   resolution_km            l2_height_error          linf_height_error        l2_height_norm           linf_height_norm         l2_order linf_order
3   8   4.16995373883424179e+02  1.04924820374176448e+02  5.16703629838535562e+02  1.10926957148906567e+04  1.12449782326887744e+04  missing  missing
3   16  2.08497686941712089e+02  1.03964891268900089e+02  5.28758609329324827e+02  1.10926878018106636e+04  1.12449782327191388e+04  0.01     -0.03    
3   32  1.04248843470856045e+02  1.24959021369493655e+02  6.43239654299786707e+02  1.10926877948809306e+04  1.12449782427065475e+04  -0.27    -0.28    
3   64  5.21244217354280224e+01  8.33880117415582447e+01  5.08695892274616199e+02  1.10926877950407052e+04  1.12449782447915150e+04  0.58     0.34     
