#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 l2_H l2_vcon1 l2_vcon2 linf_H linf_vcon1 linf_vcon2 dsdu_ut mass entropy 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.4658406089588756e-12 9507.350780127985 7.387780849071612e8
50 1158.6574902093719 23.164875215009015 6.787916308070733e-12 4.99284860106707e-11 1.2768922034692797e-10 4.453674444287043e-11 5.73151145815796e-10 5.746257195371712e-10 5.249662179170435e-12 9.635755729451079e-11 1.4247867868036345e-10 4.371226539733106e-11 7.076466227826679e-10 8.815111396502009e-10 -2.7872993058012766e-12 9507.35078012801 7.387780849071674e8
100 2316.6009412961425 23.154358734100413 7.305054294570751e-12 6.517863174662557e-11 9.907089653690999e-11 5.86635763048716e-11 7.304633459274189e-10 6.297280623454832e-10 5.649608294282485e-12 1.4208263709646583e-10 1.52053923846056e-10 5.7578518485180605e-11 1.0411527839660641e-9 1.291390567294131e-9 -4.118503053022418e-13 9507.350780127967 7.387780849071565e8
150 3474.216067164376 23.151600085911124 7.201899398555781e-12 7.806828848763502e-11 1.0752659804650305e-10 4.687293613430108e-11 9.798912556603967e-10 8.929439634008562e-10 5.569830638846773e-12 1.5570914526594486e-10 1.6623041407536256e-10 4.6006329216509554e-11 1.1054362290497236e-9 1.218189436504611e-9 -2.5139903915324696e-12 9507.350780128018 7.387780849071603e8
200 4631.892473473405 23.156661100761767 6.588777781515155e-12 8.798716695990639e-11 1.3453882436759477e-10 4.2876728619917685e-11 8.132569653426943e-10 7.193262131666061e-10 5.095651468153393e-12 1.7064758440995392e-10 1.886247586346127e-10 4.2083170196129214e-11 1.1267551384865356e-9 1.1548940731284784e-9 -2.558779047022993e-12 9507.350780127948 7.387780849071637e8
250 5790.022006459922 23.16957003678849 6.413700274024395e-12 9.317799503827951e-11 1.357496216916562e-10 4.891217457641491e-11 7.123350985711975e-10 7.240185650845926e-10 4.960249731288831e-12 1.6767296954842548e-10 1.925694362140559e-10 4.8006971581659106e-11 1.0095179118864365e-9 1.3278311689167164e-9 -9.30658293839034e-13 9507.350780127943 7.38778084907169e8
300 6948.997039833238 23.19032017105004 6.763153774705446e-12 9.154687352711625e-11 1.3253613608663355e-10 4.565997792005885e-11 8.542335853549664e-10 6.593327958974505e-10 5.230511537293889e-12 1.7074956795639744e-10 2.0120534234387982e-10 4.481652998473745e-11 1.3981801830779351e-9 1.2151511304820314e-9 -2.078988113244087e-12 9507.35078012797 7.387780849071592e8
350 8109.20868249905 23.218868049147588 6.5713629239870225e-12 9.090657977671378e-11 1.2645394557324292e-10 4.5936411277840915e-11 9.980115682567335e-10 6.638574635126323e-10 5.082183318005012e-12 1.7724665759633315e-10 2.0136699952186127e-10 4.508602435563407e-11 1.172990203671398e-9 1.0802954489949024e-9 -1.0500728517952326e-12 9507.350780127963 7.387780849071608e8
400 9267.613569878467 23.255013147762412 6.639843221104596e-12 9.342943063867657e-11 1.3069817810204826e-10 5.853041118553217e-11 1.0234824297982835e-9 6.838181681053864e-10 5.13514531932926e-12 1.7044022953856952e-10 2.154042997414709e-10 5.744856110464334e-11 1.2704332861076866e-9 1.221413243774707e-9 -1.9315540825545938e-12 9507.350780127968 7.387780849071635e8
450 10431.450664241163 23.298846315010742 6.987282099054951e-12 9.911732685063707e-11 1.2496994677351442e-10 6.09564657589128e-11 1.0255913557282243e-9 6.185370982584254e-10 5.403848463133596e-12 1.6116486585761634e-10 2.131124540014966e-10 5.982813530187706e-11 1.2230667278953679e-9 1.4455561282469816e-9 -1.3300641683717832e-12 9507.350780127903 7.387780849071598e8
500 11596.4515534052 23.281402760324312 7.050562361312827e-12 1.0754479193095695e-10 1.3472710037336006e-10 4.399924771748549e-11 9.318032524687698e-10 8.616880860312865e-10 5.452788857994647e-12 1.6425688663176866e-10 2.2140083575706843e-10 4.318528306919282e-11 1.2523172704579507e-9 1.943931150464847e-9 -2.2782784856351377e-12 9507.350780127928 7.38778084907165e8
550 12759.445059048438 23.240419586818238 6.994967806700768e-12 1.1441542866666694e-10 1.4324315438753886e-10 5.34989939263876e-11 1.1540915225001253e-9 1.4262078978196941e-9 5.409793388326937e-12 1.7335332854949813e-10 2.4235966794047693e-10 5.2509744481642296e-11 1.1902030868083172e-9 2.1324189083965086e-9 -3.6272689480090287e-12 9507.350780128008 7.387780849071586e8
600 13920.583813379417 23.207081182594514 7.286542468482474e-12 1.2044214633797507e-10 1.4864535857108332e-10 5.634963461057177e-11 1.242670874421571e-9 1.628361433910259e-9 5.6352916296188364e-12 1.8243027504557703e-10 2.5560536665021854e-10 5.530761526491134e-11 1.2630189193995897e-9 2.116992036548528e-9 -2.703058057227409e-12 9507.35078012799 7.387780849071587e8
650 15080.252965069913 23.18149489367978 7.646892070025983e-12 1.2650005969030682e-10 1.5260669075999702e-10 6.533790663712656e-11 1.1373022821179474e-9 1.5565679346503724e-9 5.913980542787197e-12 1.9292793765507384e-10 2.622690706940186e-10 6.412997033647876e-11 1.1517984493729061e-9 2.0135016675575163e-9 -4.247546836879598e-12 9507.350780128007 7.387780849071641e8
700 16238.84199298434 23.163727792473292 7.533952343889458e-12 1.3227745647139833e-10 1.567966562440065e-10 6.298056272695941e-11 1.2385035245545913e-9 1.2564804420777556e-9 5.826633893564797e-12 2.003968862264845e-10 2.7163053166847717e-10 6.18146833322895e-11 1.198469415135843e-9 1.6072105831992651e-9 -1.492764056675358e-12 9507.350780127994 7.387780849071646e8
