#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 l2_H l2_vcon1 l2_vcon2 linf_H linf_vcon1 linf_vcon2 dsdu_ut mass entropy pot_enst 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.5685514857932733e-13 9522.996520438197 4.625523835240407e8 1.1073035011997458e-12
50 891.2226058958684 17.820300611580237 0.00027870644001408657 0.003937895372659621 0.00941295845182286 0.0011167849512924307 0.0052637231688188995 0.007449787784441956 0.00027870644001408657 0.00408953996990637 0.00936975171749068 0.0011167849512924307 0.0061893957764058176 0.007917399588651649 -3.17929703750624e-5 9522.996520438055 4.625523835122299e8 1.1073047569040814e-12
100 1781.979564787668 17.809911885476964 0.0005239667891817445 0.007920069616463072 0.018827313215668752 0.0020494162641116 0.010763019225112995 0.015090247343331116 0.0005239667891817445 0.00821327670676558 0.018724744229643042 0.0020494162641116 0.01265179676552275 0.01602765483804223 -3.4700343649726395e-5 9522.996520438155 4.625523834778882e8 1.1073062678242396e-12
150 2672.192970239827 17.79886041632238 0.0007159648564208068 0.011968002928904481 0.02822589914788501 0.0026738880523678493 0.01639180229503018 0.022776753208112867 0.0007159648564208068 0.01238276982937593 0.028036597613133266 0.0026738880523678493 0.01926733460290728 0.024184107597197878 -2.9547901713549467e-5 9522.996520438232 4.625523834508787e8 1.107306543188965e-12
200 3561.8686338728344 17.788641696542708 0.0008598807645216812 0.016068655317889848 0.03756362653377417 0.0029288308862553 0.0220584744224038 0.030410899858667063 0.0008598807645216812 0.016574956450840176 0.03725715775478899 0.0029288308862553 0.02592785052843183 0.03228748375495615 -3.207148344462465e-5 9522.996520438324 4.625523834233282e8 1.1073073211745875e-12
250 4451.083412763009 17.78051023459886 0.0009911233853621996 0.02018774091189939 0.04677659164962256 0.002839353925668385 0.02763657393207087 0.03784280643366927 0.0009911233853621996 0.02074616436725798 0.046327216220078384 0.002839353925668385 0.03248626523680214 0.04026895069589057 -3.3509208312343246e-5 9522.99652043817 4.6255238339412445e8 1.1073077926114858e-12
300 5339.954046219804 17.77483471525774 0.001162916928159095 0.024289710772672626 0.05580534150043082 0.0024836215869270943 0.033039580075820196 0.044969332762070074 0.001162916928159095 0.02485343169449766 0.05519710722021129 0.0024836215869270943 0.03884139385785128 0.04803310672750177 -3.3783643295048766e-5 9522.996520438059 4.62552383364154e8 1.1073079232977264e-12
350 6228.597704370723 17.771263167063353 0.0014138790388956283 0.028353416660314563 0.06461834373754545 0.002510690697587255 0.03817438708348363 0.05172485140669149 0.0014138790388956283 0.02887254729754115 0.06384674024084358 0.002510690697587255 0.044883587711287275 0.05538058617083918 -3.390694199149892e-5 9522.996520438146 4.625523833340946e8 1.1073079071103868e-12
400 7117.097092397776 17.768873702529234 0.001747010207342873 0.03237294934561647 0.07322457080473829 0.003485539378702597 0.04299219236922902 0.05807687507763395 0.001747010207342873 0.03280100065706784 0.07229494720640962 0.003485539378702597 0.05055495192631339 0.0622395427937768 -3.4464250459330597e-5 9522.996520438224 4.625523833037587e8 1.1073077092081507e-12
450 8005.485537818191 17.766653348046233 0.0021416207963955284 0.03634714908053434 0.08167012697891743 0.004482847637913619 0.04747113024774558 0.06405682453020058 0.0021416207963955284 0.036648053311963975 0.08059383871669162 0.004482847637913619 0.055828879882483015 0.06858924557451909 -3.484561662524104e-5 9522.9965204381 4.6255238327290857e8 1.1073073846272041e-12
500 8888.698692012182 17.76375996879364 0.002571048357079815 0.04024562184518279 0.0899753558581855 0.005439959163866981 0.051601746544947494 0.06972727322144634 0.002571048357079815 0.040399948067313306 0.08876573254305375 0.005439959163866981 0.060693195244240314 0.07444462029255006 -3.4652181812258824e-5 9522.996520438197 4.625523832422079e8 1.1073070258028395e-12
550 9776.789307684261 17.75974904943325 0.003021818097450586 0.04409338569259853 0.0983046376355837 0.006326889763208311 0.05547631448983285 0.0752848236251988 0.003021818097450586 0.04409792876515064 0.09697030406556004 0.006326889763208311 0.06525577472684804 0.0801518671872947 -3.470213708077445e-5 9522.996520438172 4.6255238321144354e8 1.107306699155713e-12
600 10664.650766288343 17.754657588614528 0.003478870908288763 0.047842350381190966 0.10666753511943915 0.007150766142011582 0.059134179727008615 0.08086197870803132 0.003478870908288763 0.04771187551307074 0.10521156050101885 0.007150766142011582 0.06956246494813575 0.0861000780120061 -3.505311976573319e-5 9522.996520438228 4.6255238318048453e8 1.1073064421463448e-12
