#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 l2_H l2_vcon1 l2_vcon2 linf_H linf_vcon1 linf_vcon2 dsdu_ut mass entropy pot_enst 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.7340277232589654e-13 9522.996520438197 4.625523835240407e8 1.1073035011997458e-12
50 891.2245838259021 17.82038468912013 0.00027878256577705914 0.003937903399291417 0.00941310556354431 0.0011317663058445255 0.005272838323792661 0.007506287243207622 0.00027878256577705914 0.004089525310761192 0.009369900011068065 0.0011317663058445255 0.006199246466649771 0.007969572381642361 5.218687527599163e-13 9522.996520438186 4.6255238352404845e8 1.1073152550165934e-12
100 1781.9903751865577 17.810162940079348 0.0005241320624224767 0.007920468033600995 0.018827279892062912 0.0020818628922461726 0.010740615300735655 0.015165716842756805 0.0005241320624224767 0.008213665589324924 0.018724650417129948 0.0020818628922461726 0.012625532584984046 0.01609586462131415 1.1033478055076388e-13 9522.99652043811 4.625523835240387e8 1.1073477998208535e-12
150 2672.2151268307734 17.79901153030235 0.0007161641799113925 0.011968450966764655 0.028226109022986903 0.002718071934347228 0.016364176307253297 0.022795685004460723 0.0007161641799113925 0.012383164154494721 0.028036755999859338 0.002718071934347228 0.01923398015154256 0.024190640840117853 -5.902583208320944e-13 9522.99652043815 4.6255238352404004e8 1.1073951369748408e-12
200 3561.891348191305 17.788490218672933 0.0008600689221975782 0.01606916679057157 0.03756383769789852 0.002969982171639793 0.0220024262518273 0.030350011939881252 0.0008600689221975782 0.016575401202438285 0.03725731207883006 0.002969982171639793 0.025861086537223528 0.032286852862009364 2.2999118807253196e-13 9522.996520438246 4.625523835240452e8 1.1074490406405456e-12
250 4451.088150039311 17.77996432545922 0.0009912702817562022 0.020188114427537363 0.04677665123038831 0.002844077847882557 0.02757943812110931 0.03770761771727052 0.0009912702817562022 0.020746470785720676 0.046327229861997464 0.002844077847882557 0.03241878466633179 0.040246457185970766 5.737372468273741e-13 9522.99652043816 4.6255238352404815e8 1.1075018086335388e-12
300 5339.924103702959 17.774029834992106 0.0011630132284866767 0.024289840339998436 0.05580497820534956 0.002499379329633434 0.03300755328269923 0.04478873823029904 0.0011630132284866767 0.024853520555301475 0.05519668318877703 0.002499379329633434 0.038803471057151796 0.047925283251883624 4.321109744400777e-13 9522.99652043812 4.625523835240424e8 1.1075483689582301e-12
350 6228.52491116464 17.770395324956855 0.0014139286592043663 0.02835325347584948 0.06461753202256346 0.0025153656865251153 0.03817191562859958 0.05155777764554513 0.0014139286592043663 0.02887237018109573 0.06384588522014573 0.0025153656865251153 0.04488099244060012 0.055220450563418226 -1.2750869090933047e-13 9522.996520438173 4.625523835240403e8 1.1075869892155748e-12
400 7116.984545975188 17.76816008080419 0.0017470215968463988 0.03237247890901764 0.07322335411447987 0.003479349202726335 0.04300882362619749 0.05792237453324603 0.0017470215968463988 0.03280053619828187 0.07229368442006552 0.003479349202726335 0.05057496642315702 0.06207236195263307 -6.327476271714136e-13 9522.996520438188 4.62552383524049e8 1.1076201531387503e-12
450 8005.342894839081 17.766173818787557 0.002141601075444491 0.03634657634984134 0.08166866916165778 0.004484736981924406 0.04746622933304269 0.06395301718970285 0.002141601075444491 0.036647511359258256 0.0805923357847142 0.004484736981924406 0.05582350769680657 0.06847013147232522 -3.1160081009389974e-13 9522.996520438239 4.6255238352404785e8 1.1076519672961876e-12
500 8888.694582618687 17.763489408084766 0.0025710839836483135 0.040245654342221764 0.08997524325615264 0.005440432121878515 0.051535337153303676 0.06968366041428777 0.0025710839836483135 0.040399984639576066 0.08876557168711023 0.005440432121878515 0.06061517092131235 0.07441849387905355 -8.74194280879063e-13 9522.996520438233 4.625523835240519e8 1.1076866495810718e-12
550 9776.77533933295 17.75960509710893 0.0030218414045944868 0.044093397827103885 0.09830448114475489 0.006357156497206843 0.05532935848431119 0.07530489622301761 0.0030218414045944868 0.044097928772389404 0.09697012054231849 0.006357156497206843 0.06508297284237845 0.08016466159999319 2.1096256048668233e-13 9522.996520438312 4.6255238352403617e8 1.1077273083732642e-12
