#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 dsdu_ut entropy h_squared 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.50854781071336e-13 7.387780641008914e8 1.0400221549049306e8
200 6541.4925268456345 32.63722925459758 0.20686206535285248 7.176168444488736e-5 9.176715694689324e-5 0.960873196941975 0.0010178627757398973 0.0006777321211565712 -8.736803825761255e-13 7.387780641008914e8 1.040022151219869e8
400 13071.9334729803 32.64119167907764 0.20764065391619654 0.00010775620630722086 0.00011136012744119498 0.8657454333713304 0.0018935439683466226 0.002103219511109533 1.5284084512017156e-12 7.387780641008878e8 1.0400221451146808e8
600 19604.61800287601 32.73838317389731 0.21264333883291794 0.00011942457450734074 0.0001422424172189994 1.0218001328148603 0.0027897744693294313 0.0027059213512159452 -6.41265625707115e-14 7.387780641008965e8 1.0400221420826028e8
800 26153.916363705826 32.66091878426263 0.30061571095590117 0.0001345347958366918 0.00016157033842943347 1.760424158150272 0.0034636144052220125 0.0037032078745031782 7.084246839522953e-14 7.3877806410089e8 1.0400221435007371e8
1000 32683.76852805858 32.675007687957894 0.2887658799123351 0.00016360013989463499 0.00017622941132664752 1.619312851630184 0.0032198268140838787 0.004412025376476003 1.578209151946638e-13 7.387780641008894e8 1.0400221478291093e8
1200 39213.59539440463 32.677277719170995 0.31151644040383286 0.0001726647434654284 0.0001795240095467017 1.3675261320308891 0.0033838549053595846 0.005177773345990455 -4.917620573923311e-13 7.387780641008953e8 1.0400221509479138e8
1400 45764.33570764957 32.71403782758976 0.40128083423832484 0.00019048579189510315 0.0001821731745110956 1.9051841053906173 0.0032565987907015592 0.005360537947282473 5.044204294880304e-13 7.387780641008942e8 1.0400221504522288e8
1600 52295.25675684219 32.64917036128365 0.3664784006510035 0.00023333452581728864 0.00017943804599783277 1.823243063209702 0.0035626323222844314 0.00495275503460255 -2.4918537688690614e-13 7.387780641008965e8 1.040022148047684e8
1800 58825.901833508586 32.64500029564163 0.3416433906357647 0.0002594234648571127 0.00019374690144437594 1.8137237252476552 0.004422371342163556 0.0058749421769321575 5.900960901091339e-13 7.387780641008916e8 1.0400221463613999e8
2000 65371.49463890595 32.79330433847738 0.35236644954082275 0.00027090642178194646 0.00022809083303165366 1.514087217751694 0.005638655358431638 0.0071169591374939944 7.847424917597602e-13 7.387780641008903e8 1.0400221435553937e8
2200 71909.03516749096 32.63513502923018 0.35182749508249933 0.000296112671789786 0.00024409728021602882 1.7760339078140532 0.005212408627856914 0.00795432336323678 -3.9824862070350334e-13 7.387780641008954e8 1.0400221455835728e8
2400 78439.72204966683 32.638482134599066 0.3462931092499972 0.00032722755087098335 0.0002559920321802106 1.7339258592146507 0.005526255835814398 0.009095886161980676 8.561324940962132e-13 7.387780641008942e8 1.0400221488236332e8
2600 84975.54152807611 32.77172554305428 0.3944096624240107 0.00033234673274788225 0.00027214446950889415 1.7199816526308496 0.006023128426612345 0.010313871605027891 1.8232497351875688e-13 7.387780641008946e8 1.0400221470289822e8
2800 91522.8405743277 32.649042537689255 0.34024088510198935 0.0003489726333646626 0.0002820357519192174 1.469569494804091 0.005844482498441356 0.008421953444535016 -6.321375074142695e-13 7.387780641008925e8 1.0400221423721051e8
3000 98053.12654141072 32.66007120539808 0.3256555610456651 0.00035614964064045664 0.0002986519110836699 1.7324770209161215 0.006145779085977132 0.00952740227648649 -1.716729495713172e-13 7.387780641008924e8 1.0400221404603487e8
3200 104583.65882127803 32.69891606563313 0.3425198096168966 0.0003503794502168502 0.00032027235337577935 1.7809719420120018 0.008141420260547927 0.009950165349889406 2.1945772989628016e-13 7.387780641008874e8 1.0400221387877005e8
3400 111134.87015038305 32.69130078407107 0.33381166571654847 0.0003569667599549943 0.00031728509567575 1.6047565328244673 0.007293995356178862 0.00727020371167586 4.909503287521955e-13 7.387780641008925e8 1.040022138285836e8
3600 117664.93318177635 32.66344922557168 0.36240594254491576 0.0003759004253309436 0.0003078069833156175 1.588379102789986 0.007369703395463112 0.008684991044605121 -5.783279392815077e-14 7.387780641008904e8 1.0400221446856047e8
3800 124195.22572374572 32.65353526667211 0.3600418855218421 0.00038580761957642483 0.00030718286949486757 1.654204550644863 0.007062049072139559 0.009622286048282691 -3.409796335784656e-13 7.387780641008893e8 1.0400221486891657e8
