N   M   end_time resolution_km            l2_depth_error           linf_depth_error         l2_height_error          linf_height_error        l2_order linf_order
4   4   5.00000 6.25493060825136240e+02  2.63942266868744803e-05  8.09468439958425007e-05  2.04128594592492973e-05  7.94551800693571751e-05  missing  missing
4   8   5.00000 3.12746530412568120e+02  9.86719644472466841e-07  3.18028858755221049e-06  7.63112704191732443e-07  3.12152469748841043e-06  4.74     4.67     
4   16  5.00000 1.56373265206284060e+02  3.27016430442924572e-08  1.49516105652947031e-07  2.52909115524351192e-08  1.46748141945169490e-07  4.92     4.41     
4   32  5.00000 7.81866326031420300e+01  9.68178209916923510e-10  4.06839708395448411e-09  7.48773064468067440e-10  3.99310670907609023e-09  5.08     5.20     
4   64  5.00000 3.90933163015710150e+01  3.01023990003095336e-11  1.65526594543379398e-10  2.32806990647216442e-11  1.62462375615390279e-10  5.01     4.62     
