#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 l2_H l2_vcon1 l2_vcon2 linf_H linf_vcon1 linf_vcon2 dsdu_ut mass entropy 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -3.0405509854023944e-13 9507.350780128008 7.388393342869583e8
50 4244.778738557781 84.88908462696924 0.0008425033222514837 0.005302048179865135 0.01272138817614196 0.0025049838595801823 0.02574474110661087 0.021737874128180144 0.0006515291431248773 0.007847914855651257 0.012819347974407744 0.002459168326570593 0.025417591711231792 0.025850011790628805 -2.2654125344319088e-14 9507.350780128032 7.388393342869562e8
100 8493.465589343881 85.0956969098878 0.0006784518836466615 0.007996217645439656 0.010653500415028336 0.0026060680889235517 0.02956351763770865 0.02872415971016798 0.0005246640135637246 0.011902867686988472 0.014164886777307916 0.002559667840759368 0.03481752673546336 0.037502745078783754 1.7021207691137044e-13 9507.350780128027 7.388393342869539e8
150 12736.17142245008 85.36632182653058 0.0007229855614125977 0.00986616194435772 0.012469616592484745 0.002661704723610797 0.04405403878775172 0.038999763519908005 0.0005591030337540382 0.014951362934130973 0.01608653701891396 0.002613986346136695 0.05226696115837848 0.05381299436372201 6.416627935363894e-14 9507.350780128041 7.388393342869549e8
200 16996.67305019013 85.10267844038445 0.0007953936316055242 0.012580970063686466 0.015496468645554883 0.0025892049147753908 0.05613548829390336 0.05000118513078931 0.0006150980269964303 0.01776239831429894 0.020921266644588987 0.0025419704259198495 0.05849298530826409 0.06564501268288757 2.5225674707728284e-13 9507.350780128041 7.388393342869531e8
250 21193.622251265824 85.10036999952395 0.0007397068289113646 0.014486127288709379 0.017581220086688432 0.002925506137801532 0.06726945539452361 0.06209381607782197 0.0005720340129434703 0.019185561373521728 0.025420162955901427 0.0028714470038871767 0.0660563492052106 0.07488961347580345 -5.561893908859314e-13 9507.350780128034 7.388393342869517e8
300 25444.457697989343 84.9476142188962 0.0008704775113595688 0.015394047112989787 0.018406391213887686 0.0036536038518151653 0.08192208580904556 0.07411141355622078 0.000673162291586505 0.020249976042852842 0.02812580899143394 0.003586507552863303 0.08345888864178783 0.09701769786822449 2.1392841608932676e-13 9507.350780128036 7.388393342869498e8
350 29663.61428294573 85.20708740864251 0.0008670044266777967 0.017006209369246357 0.020511158106083015 0.0038887493634903866 0.07197970857747528 0.0750200172635993 0.0006704764674355409 0.023008453297223744 0.030268092449097804 0.003819729360022002 0.07814593722511427 0.10411782392595773 -4.772835798946267e-13 9507.350780128036 7.388393342869486e8
400 33935.27057626102 85.58204684641964 0.0009356602761676016 0.01794473306536104 0.02214780474702728 0.003600143629889052 0.08311874086624964 0.08849380927811959 0.0007235697735803668 0.024517354408438295 0.03205877841394672 0.0035351747232023924 0.09168550867340712 0.11408671473685034 3.0019394778476343e-13 9507.350780128032 7.388393342869467e8
450 38145.48735858079 85.26756504799323 0.0009550457853059028 0.018346008060049546 0.022427614168283164 0.004254396732989889 0.0737800117915531 0.08869465031922211 0.00073856107831683 0.02529776288511467 0.0324155692287748 0.0041766575769051455 0.0758212660255198 0.10587333835204349 7.837102821818495e-15 9507.350780128025 7.388393342869453e8
500 42407.57463984353 85.26621743040846 0.0010499849478384005 0.019472669732221982 0.023568673318618793 0.004040788234020659 0.07193901951419718 0.11269461146335742 0.0008119799355208582 0.028431232923520396 0.03322047395758827 0.0039662072283201556 0.07026733807655187 0.12002761748571132 1.1143380574773173e-13 9507.350780128047 7.388393342869424e8
550 46602.949792027386 85.04419641236757 0.0010069617870204074 0.02042061650611098 0.02444732304917734 0.004290140930797728 0.07829186471644001 0.09527252468248426 0.000778709036399861 0.03004198119017699 0.035141587287247304 0.004211148092841248 0.0736675784931254 0.10966124325551282 7.11951809469574e-13 9507.350780128023 7.388393342869421e8
600 50859.85441725074 85.2342047756356 0.0010915261726538593 0.020778333230349035 0.02468288141030901 0.0036107483712780578 0.0694261057446959 0.09742945697531023 0.000844104816337417 0.03080866107613798 0.03699556065907389 0.0035462390671117824 0.07421324083269024 0.12325858055695245 -6.179065756077521e-13 9507.350780128021 7.388393342869405e8
650 55088.84562556013 85.57252371172443 0.00104513632992032 0.021884409663433222 0.025649656198648434 0.0043867901199766525 0.0872459692982134 0.10130776896832897 0.0008082303768466184 0.032492739835661616 0.040078729437419636 0.004307167121752742 0.10592629473729072 0.13724901093235908 3.107901087777397e-13 9507.350780128036 7.388393342869397e8
700 59352.143610294515 85.12545320251957 0.0010462347292811884 0.02209117841764627 0.02677691048959665 0.003638255954042217 0.09208498869453112 0.11915296765336991 0.0008090797967309893 0.033201022017312745 0.043234475359804 0.003571735049766514 0.12302047202023196 0.15864048190540292 -2.8482970568046594e-13 9507.35078012803 7.388393342869358e8
750 63540.678266058436 85.01422620783632 0.0011528679123734814 0.02265578123885093 0.027746565769875255 0.005276607005878621 0.08780849989342832 0.1400065847185843 0.0008915419359919216 0.03347585709170315 0.04595485353136299 0.005179459843975696 0.11641810899608386 0.17030466248827542 -2.5054238083501e-13 9507.350780128034 7.388393342869366e8
800 67795.50230517158 85.08897679717776 0.0010743518312648916 0.023085194666812872 0.029076679383000157 0.005842784602708658 0.09146228266186694 0.1245715488683507 0.0008308234632631099 0.03426077636392237 0.04731560794807659 0.0057350406562690585 0.11396864438415993 0.1601950712491145 7.020329762107099e-13 9507.350780128032 7.388393342869333e8
850 72014.61242770094 85.20651701229188 0.0012040204229158745 0.02335493038572134 0.030478748252982277 0.005486148079783979 0.11303066360187675 0.1233820665341382 0.0009310994673304246 0.035557241305093266 0.047162771429575104 0.005387418436038354 0.13138536035771706 0.16912392369673224 1.65191432916143e-13 9507.350780128021 7.388393342869296e8
900 76287.42014660452 85.61185185723173 0.0012426813669071748 0.024065398782597145 0.031069494002302668 0.005963134345302615 0.13881229106127366 0.13601965095186497 0.000960996953916816 0.03797361247114726 0.04577979691857349 0.005854574596944757 0.1416546601573639 0.17672860429822204 -1.8420061664045126e-13 9507.350780128034 7.388393342869295e8
950 80489.77446328959 85.15672679349434 0.0012471844000120234 0.024969685006778087 0.031310704629361565 0.0049609232741529355 0.16025020260175044 0.1491606943535386 0.0009644792632363055 0.040854904657526336 0.04525250290684914 0.004870239950956834 0.16065000769712753 0.18084455507068653 5.40453957876499e-13 9507.350780128021 7.388393342869283e8
1000 84743.14321501504 85.1190331173844 0.0013067581301347646 0.026230412727362207 0.03272482891140745 0.005328320936782458 0.17426251486581917 0.162897203608258 0.0010105491363902078 0.04342224009903201 0.046377724524679816 0.005230544003829749 0.1687154304735626 0.17767012445976754 1.5086422932000605e-13 9507.350780128034 7.38839334286927e8
1050 88950.81908532344 85.04497274412311 0.00132876673353025 0.027951463903544263 0.03262070284858031 0.007160595553887664 0.16748837327956517 0.14352805891118964 0.0010275689464813525 0.04595729208565778 0.046408324929172774 0.0070284574582990195 0.16865470437284244 0.1593004267259232 -4.552866920550183e-13 9507.350780128027 7.38839334286924e8
1100 93201.72348669749 85.06430558715603 0.0013695623346054913 0.02887107415761085 0.03309332374559704 0.005775007225480584 0.1366803531707784 0.1433685072391199 0.0010591172175619128 0.046398315610796444 0.04958054426283851 0.00567047893578774 0.17364000678169708 0.1778853713266878 -5.388008190000216e-14 9507.350780128034 7.38839334286922e8
1150 97434.01393384245 85.68204395932649 0.0014245847983305002 0.030010583872160188 0.035389694339802845 0.005681770763427708 0.12833034106189825 0.14984108611827623 0.0011016674815080242 0.04663500497768093 0.05560917607237686 0.00557810021191569 0.17065885316956797 0.19934152686878445 -5.463930123586582e-13 9507.350780128058 7.388393342869195e8
