N   M   end_time resolution_km            l2_depth_error           linf_depth_error         l2_height_error          linf_height_error        l2_order linf_order
2   4   5.00000 1.25098612165027248e+03  4.57454947596489664e-02  8.60031158474524882e-02  4.57454947596489664e-02  8.60031158474524882e-02  missing  missing
3   4   5.00000 8.33990747766848358e+02  4.61508597744227644e-02  8.70031410838158908e-02  4.61508597744227644e-02  8.70031410838158908e-02  missing  missing
4   4   5.00000 6.25493060825136240e+02  4.61587472749535113e-02  8.73132213006618668e-02  4.61587472749535113e-02  8.73132213006618668e-02  missing  missing
5   4   5.00000 5.00394448660108992e+02  4.61588238190600367e-02  8.72940828400621399e-02  4.61588238190600367e-02  8.72940828400621399e-02  missing  missing
6   4   5.00000 4.16995373883424179e+02  4.61588255032744921e-02  8.73746263420187436e-02  4.61588255032744921e-02  8.73746263420187436e-02  missing  missing
7   4   5.00000 3.57424606185792129e+02  4.61588255144446541e-02  8.73269031247523864e-02  4.61588255144446541e-02  8.73269031247523864e-02  missing  missing
8   4   5.00000 3.12746530412568120e+02  4.61588255146038323e-02  8.73218861929995899e-02  4.61588255146038323e-02  8.73218861929995899e-02  missing  missing
9   4   5.00000 2.77996915922282767e+02  4.61588255145994816e-02  8.74034890219841931e-02  4.61588255145994816e-02  8.74034890219841931e-02  missing  missing
10  4   5.00000 2.50197224330054496e+02  4.61588255145922721e-02  8.74041732012472150e-02  4.61588255145922721e-02  8.74041732012472150e-02  missing  missing
