#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 cons_h cons_h_vcon1 cons_h_vcon2 dsdu_ut entropy 
3000 197386.32159520246 65.83598029559109 0.042216274290422226 9.269665318285021e-5 7.595504039986222e-5 0.22187005597334064 0.0012952085749255993 0.0011422954874923952 1.0913936421275139e-11 0.14503819498377335 3.583179566621528e-16 -6.653168601282804e-13 7.387780845871695e8
3200 210531.17074353815 65.76677804107699 0.04151778559066389 8.940121130999461e-5 7.73599764268229e-5 0.18320061585609437 0.001110282420309583 0.0014364604382824941 9.094947017729282e-12 0.05227506739194154 2.238664612107823e-16 1.999314276379769e-12 7.387780845871665e8
3400 223704.4940539032 65.69620362457228 0.03764168284225927 8.510753819997581e-5 8.01443140327199e-5 0.2110835051853428 0.0011143797840984515 0.0012894395966417393 4.3655745685100555e-11 0.08524120641464628 2.294764990314754e-16 -1.3810910746346622e-12 7.387780845871732e8
3600 236860.86541830946 66.09996086484041 0.03364390054331879 9.074929570811428e-5 7.66843400533154e-5 0.2021709173968702 0.000959747645038922 0.0015951855544267257 7.275957614183426e-12 0.1499266910948741 2.562255524990342e-16 6.622384178062289e-13 7.387780845871689e8
3800 250018.88381847102 65.69265176971935 0.0303886705425795 9.215636220316205e-5 8.28352729528682e-5 0.18220298301343973 0.0013091906973985434 0.0016026500003816224 4.9112713895738125e-11 0.08691216965352011 2.046680520133547e-17 -1.034752912224615e-13 7.387780845871762e8
4000 263153.71900217957 65.78062676403388 0.02573109804573307 9.263655560704076e-5 8.704032329265983e-5 0.2082046720811377 0.0018325834402554975 0.0013948553722726853 3.8198777474462986e-11 0.049960581928294556 3.381245781442945e-16 -7.55903088581332e-13 7.387780845871701e8
4200 276298.34594721964 65.81633454971549 0.04173255881400272 9.388483891842684e-5 8.326160450508523e-5 0.26360203220428957 0.0022978190491442785 0.002491813987661129 5.093170329928398e-11 0.14439437072517525 1.9527713077502474e-16 -9.293526373237812e-14 7.387780845871766e8
4400 289469.940472448 65.69171126343251 0.03300976218193329 9.717981566996384e-5 8.901121997905321e-5 0.31300086108490177 0.0021008565461607676 0.001449089875610099 3.637978807091713e-12 0.11585926883495001 7.523498784488035e-17 -8.150649875040773e-13 7.387780845871645e8
4600 302632.8594052412 66.01857062738557 0.037162784620576365 9.904817718304851e-5 9.111001847589849e-5 0.25239690282751326 0.0012650069984556644 0.0019451513649370034 6.548361852765083e-11 0.011513270830385669 2.5783201459815694e-16 4.1943776637950565e-13 7.387780845871786e8
4800 315784.37267397915 65.71172497483569 0.04516142702218542 0.00010334637492742252 9.24797743590124e-5 0.28754859978494096 0.0021924831530206745 0.0024484712208729387 1.2732925824820995e-11 0.12899591905440178 3.129144042296805e-16 -1.6576569544407517e-12 7.387780845871711e8
5000 328958.33985560585 65.74358604117035 0.04094297438635274 0.00010638533028462534 9.424326387981073e-5 0.2119004151209083 0.002702530026613026 0.001865370503533137 7.275957614183426e-12 0.13655718211539625 2.2298296584592307e-17 -1.968645677637168e-12 7.387780845871742e8
5200 342104.63031467254 65.88747888059335 0.04355106272374621 0.00010837378745753015 9.74259801002881e-5 0.3733846851682756 0.0022648805808720973 0.0030291038039109985 0.0 0.02780534141876223 1.365787316790208e-16 1.7483159321526577e-12 7.38778084587173e8
5400 355273.3745546195 65.70742038621603 0.04342994818223821 0.00011557929594156842 0.00010148560227494458 0.35528642647705055 0.002217181129710699 0.00227190201164551 3.8198777474462986e-11 0.10479777858002493 3.681603824752502e-16 1.0911546468327972e-12 7.387780845871717e8
5600 368441.02624150115 65.9191504916206 0.04917910959048052 0.00011858169406396492 0.00010274043885625352 0.2742075724966071 0.002199243584608268 0.002353410775829068 4.001776687800884e-11 0.14793998637047368 7.511101104523539e-17 -1.824047910620139e-12 7.387780845871693e8
5800 381588.22196906875 65.73562992011708 0.04911909849126987 0.00011834034141945957 0.00010682594551045931 0.30021943900828774 0.002840888580715184 0.0027132225068883242 3.637978807091713e-11 0.06508699698920117 1.4097517568151144e-16 8.92682224725688e-13 7.387780845871679e8
6000 394724.52119105554 65.72462911737857 0.048937327866905155 0.00012094247239718865 0.00010880063140594753 0.2838753546479893 0.0026432365000874647 0.003403960231449732 2.000888343900442e-11 0.07307787377330488 2.2229168710256793e-16 1.8132791058555003e-12 7.387780845871651e8
6200 407874.28985509457 65.97587773840647 0.05455980853715754 0.00012700102965027167 0.00011043078151841335 0.29277719147648895 0.001491488137546071 0.002345157315107524 3.637978807091713e-11 0.14913734902549514 1.0461591189910629e-16 -6.330487349179715e-13 7.387780845871686e8
6400 421039.0662549294 65.69639117939163 0.0509705409766737 0.00012790953301128422 0.00011339914860939998 0.2669721083020704 0.0018142608433164842 0.002483848494652885 3.092281986027956e-11 0.09817539154695987 9.879630537891908e-17 -1.1256523932429313e-12 7.387780845871845e8
6600 434209.76385434606 65.84295117254523 0.048037302533061196 0.00013042837888299746 0.0001159987546792103 0.23904023258728557 0.0019950831788810852 0.002032114705808441 1.0913936421275139e-11 0.03661855824626015 7.293546943683747e-16 -2.1708110818582307e-12 7.387780845871621e8
6800 447354.7612083842 65.76283772836918 0.05363135439729056 0.00013123095495650905 0.00011619385721294051 0.32027119413533 0.0031273430060159146 0.0029266042823307137 5.4569682106375694e-12 0.14002680894157504 7.827761921712896e-17 9.531646184193505e-13 7.387780845871668e8
7000 460528.200815816 65.69777114460491 0.05131744004353271 0.00013312549363939037 0.000117260448250304 0.2353622150535557 0.002996422729688142 0.002125369198709412 1.0550138540565968e-10 0.12417873736662344 7.25036422353596e-17 -2.4440879293824267e-13 7.38778084587176e8
7200 473683.75689888065 66.08648196006745 0.046823782908128914 0.0001339165479582307 0.00012238979271219104 0.28666602830344345 0.00211628436163493 0.0022344933642584053 4.9112713895738125e-11 0.002474587778404702 4.5683288962491256e-17 -4.53943888526679e-13 7.387780845871654e8
7400 486842.5278679251 65.69234577973494 0.04892938076424554 0.00013513933855489454 0.00012255585013460588 0.2685181374545209 0.0026132534549576647 0.0024365398152409457 7.457856554538012e-11 0.12135986883423022 2.3121614709284615e-17 -4.177798490592964e-13 7.387780845871768e8
7600 500015.40165296383 65.78468269712346 0.04551316952302007 0.00013761897244194231 0.00012405423558539385 0.22856614379634266 0.0027857103464332678 0.001802677787383855 1.8189894035458565e-11 0.1417083131996938 1.4390726789026882e-16 2.4868128033259725e-12 7.387780845871673e8
7800 513160.0354202963 65.81154408081201 0.042064662390381515 0.00013561707684770277 0.00012997499394164835 0.3823880798972823 0.0032031223670096476 0.003264639576200934 1.0913936421275139e-11 0.041372871888935014 9.531570054726488e-16 -1.3022921405702118e-12 7.387780845871722e8
8000 526294.1010749213 65.69157196319816 0.04075858314680243 0.00013857272974431218 0.0001315577984996502 0.2610805131516827 0.0019468424664160766 0.003044112173640978 3.8198777474462986e-11 0.0940912278514735 7.318748938167658e-16 -2.523036190872947e-12 7.387780845871737e8
8200 539456.2508715884 66.03058200649393 0.04252628851231737 0.00014335288195108404 0.00012872276062913046 0.33946947740878386 0.0025052654256227935 0.0032133697667915406 2.7284841053187847e-11 0.14959188208429697 1.6897675559680313e-16 -1.4904868154099495e-12 7.387780845871829e8
8400 552608.339417457 65.70812192757742 0.036910387825700275 0.000143056441824852 0.00013403707984087265 0.3029767785101285 0.0034582463190042656 0.0035663850981577094 1.4551915228366852e-11 0.07768265241688355 5.132895988879388e-16 -4.519002086891231e-13 7.387780845871872e8
8600 565782.2031771968 65.74623419263314 0.04028915346839162 0.00014233785026480296 0.00013895584551285283 0.23405736720451387 0.0035438658049695704 0.0033330611882689265 3.8198777474462986e-11 0.06062311238592277 7.386168479976484e-16 1.310918671107005e-12 7.387780845871699e8
8800 578928.1828698681 65.87907217152674 0.042515727899984555 0.00014611282467141658 0.00013924261780999916 0.4098171487257787 0.0024167472172869076 0.004743111509241782 1.255102688446641e-10 0.14706006483384615 4.72990653883262e-16 1.0077074180183835e-12 7.387780845871775e8
9000 592097.2803263698 65.70437225265816 0.03712236198142137 0.00015053611514241234 0.00014260206429731026 0.38391912852875976 0.002957472372471459 0.0029490546422065167 5.093170329928398e-11 0.10825434803850864 3.152174982174304e-16 -1.4456723147285188e-12 7.387780845871704e8
9200 605264.4877347192 65.92866772668934 0.04435372525277243 0.00015225234157828586 0.00014286114373880345 0.30483064466625365 0.002091781841419227 0.0028178736460251486 4.18367562815547e-11 0.022945389220727197 5.609874232079036e-17 -1.5052970329493712e-13 7.387780845871757e8
9400 618411.9692421939 65.73385203938643 0.04717406466560773 0.00015444885448256937 0.00014547175806290058 0.3279893965500378 0.003538729611542335 0.003728799268423566 4.18367562815547e-11 0.1344548080250293 8.801357221228433e-16 -2.4315827146761833e-12 7.387780845871775e8
9600 631585.9966828284 65.72717098775834 0.04443492659797327 0.00015864423833880181 0.00014887352851806788 0.30553453473362424 0.004002272373394566 0.002850779895286093 1.1459633242338896e-10 0.13143155127766226 3.1173235964418696e-16 -1.4110915288683106e-12 7.387780845871797e8
9800 644735.3370065695 65.96772564349811 0.048026439718691014 0.000159877057793442 0.0001534769001881109 0.3210634805218433 0.002152079029678511 0.003888233287381526 5.093170329928398e-11 0.01643333496713928 6.345917831177738e-16 -1.0121776685295714e-12 7.387780845871694e8
10000 657863.4959388784 65.69807735358997 0.05033595939098051 0.00016334058007509334 0.0001553961137452083 0.3521492159147783 0.00266577090165776 0.0026049674703564896 1.0913936421275139e-11 0.11241058032522788 9.933030535476977e-17 2.0733538773517943e-14 7.387780845871742e8
10200 671033.8386116226 65.85057799549502 0.05450575529824207 0.000165213157278411 0.0001548087994603495 0.2652865409327205 0.002603129706868046 0.0022143246073045297 5.093170329928398e-11 0.1457381998559828 1.0526534701196856e-15 -8.679733218466105e-13 7.387780845871711e8
10400 684178.9817486022 65.7583598823216 0.04864636518005127 0.00016728652976828197 0.00016034778345906108 0.3318445012318989 0.0031656922109590813 0.0026854682163555132 7.821654435247183e-11 0.054952861856469415 1.1694258272020773e-15 -3.6659883100101117e-13 7.387780845871643e8
10600 697352.46366621 65.69891430938718 0.05345716478976792 0.00017144833305462876 0.00016174106675769098 0.2807121245853068 0.0027383396344473065 0.0035565453612826925 1.0913936421275139e-10 0.08286885844749292 5.696005974354541e-16 1.7551639347558778e-12 7.387780845871677e8
10800 710507.220558176 66.07268753733355 0.05714300994588142 0.0001745436479413184 0.00016437458459735415 0.37284623268169526 0.0020216509086865564 0.0031698508350247456 7.275957614183426e-12 0.14987947538301294 9.72590398029253e-16 -7.460857675443421e-13 7.387780845871742e8
11000 723666.618171332 65.69226874207777 0.05441564250197557 0.0001746871128706222 0.00016815246029667808 0.35485922185216623 0.002826551846050185 0.0033150083938960073 2.3646862246096134e-11 0.08923322324367988 2.745489890062718e-16 6.374199124253247e-13 7.38778084587176e8
11200 736839.1911528162 65.78922214606493 0.055926031736927666 0.00017802238797411088 0.00016865189978730288 0.26295724679584964 0.003175506340317602 0.0023552667200810173 1.2369127944111824e-10 0.04763817552915994 1.1235006607888176e-15 -1.6933232358212355e-12 7.387780845871806e8
11400 749983.6811758216 65.8048881024752 0.055222468926317256 0.00018221231329967956 0.00017077048074130326 0.3833976765272382 0.0036682214084173825 0.004327825063421942 3.637978807091713e-12 0.14371427664488257 3.230360991767568e-17 7.268914499318499e-13 7.387780845871769e8
11600 763155.5941349741 65.69028982071552 0.0532393211759745 0.00018419662979717778 0.00017266215691650292 0.2617745083753107 0.003284334458887206 0.002756293752831023 8.731149137020111e-11 0.1174003515423192 3.416464073066883e-16 8.056894267692101e-13 7.387780845871702e8
11800 776317.2788867474 66.03875019332523 0.049912512969814006 0.0001854496049765152 0.0001757485386711191 0.2839678085383639 0.002655620237961953 0.002968650446508403 1.8189894035458565e-11 0.009051831578590686 3.376721387774468e-16 -1.3630186271718728e-12 7.387780845871679e8
12000 789433.0476293364 65.70496051022913 0.05264495057511445 0.0001898955472483739 0.00017542179506769068 0.324733474477398 0.003570247019375028 0.0037793092401249284 2.000888343900442e-11 0.1275168165133428 6.598715990423675e-16 1.507441221631397e-13 7.387780845871704e8
12200 802606.7479197197 65.74974738446649 0.0517228959986575 0.00019356520851935367 0.0001758989039120127 0.26989060128653364 0.0033121122347889997 0.0020460310498609524 2.9103830456733704e-11 0.13771304247370597 2.0166047534411604e-15 -1.1305081669646932e-12 7.387780845871739e8
12400 815752.3634396995 65.8691175801314 0.045134417365942016 0.00019321961664104628 0.00018304993506146512 0.3113799306556757 0.003606705176257552 0.0041096168487408935 3.092281986027956e-11 0.03061880162876074 5.965854741144489e-16 3.855691574743989e-13 7.387780845871676e8
12600 828921.7341113877 65.7015445191574 0.050360831352799736 0.00019654911449793182 0.00018388610538860008 0.3483519232281651 0.003146756822448471 0.003051524456419319 8.185452315956354e-11 0.102732937657798 5.2333423191289835e-16 8.404989899039738e-13 7.387780845871733e8
12800 842088.3564921872 65.9398885383694 0.0508672822675196 0.00019917597025408574 0.0001838230900156138 0.313091744970734 0.0021238067326406207 0.002736697413812328 4.18367562815547e-11 0.1483787118315415 6.386306691495635e-17 5.540813288856476e-13 7.387780845871764e8
13000 855236.280202374 65.73103283862075 0.04371686737574842 0.00020140085312574931 0.00018837107468396903 0.3734523210387124 0.0037189240768147336 0.0032687803078275124 5.275069270282984e-11 0.06765562349925824 3.0976298642909123e-16 -1.6688622547585171e-12 7.387780845871733e8
13200 868410.2563045081 65.72982883560597 0.04953438893340519 0.00020323706821309844 0.00018971983821236508 0.3315294396168156 0.003327008012870225 0.0029903887806832508 5.275069270282984e-11 0.07092675939017146 6.780701312609428e-17 -5.11618735164814e-13 7.387780845871716e8
13400 881559.030720592 65.95590194645976 0.0496622817940698 0.0002057729942425338 0.0001917995884367469 0.396206763086866 0.002585360361409661 0.004150508731242453 6.184563972055912e-11 0.14886464123550402 1.8948889821403138e-16 -6.902373101942898e-13 7.387780845871708e8
13600 894724.6139803125 65.6982904700963 0.04879187414409769 0.00020837650821491153 0.00019473031398452222 0.4252926428844148 0.002596477364858907 0.0032279884989752095 3.8198777474462986e-11 0.10001712233960469 3.3004721505225017e-16 -7.097097022764824e-13 7.38778084587173e8
13800 907858.7767804958 65.85833058583431 0.0517633757815011 0.00020968813932951716 0.00019559470841028272 0.30046296834916575 0.0035643060529189086 0.0025973707529486356 2.9103830456733704e-11 0.03384343720674454 4.22690777383378e-16 1.6872046402607403e-12 7.387780845871677e8
14000 921003.9895021532 65.75415167630614 0.05120887311361721 0.00021298807955961899 0.00019869249151665278 0.40046511801665474 0.0037805486556388157 0.0035993659060575833 6.002665031701326e-11 0.13898317066752652 4.796027888139979e-16 6.125947064547891e-13 7.387780845871781e8
14200 934177.4690976188 65.70000375839808 0.05066268818577278 0.00021566127774140084 0.00020080709277469627 0.3547247349590634 0.00426872181132143 0.0026555139452261733 7.457856554538012e-11 0.12575349451065299 3.4235030574312697e-16 9.192778221995302e-13 7.387780845871753e8
14400 947331.4117152343 66.06062400473763 0.05304800020842818 0.00021616874174371664 0.00020531170852186272 0.3449228255203707 0.0021860900541703643 0.003358425668062104 6.730260793119669e-11 0.005342729567219928 2.3862530912101706e-16 1.2221550030336755e-12 7.387780845871769e8
14600 960491.3661588778 65.6910304406521 0.05868882770658542 0.00022068679143019847 0.00020588939815145382 0.420981013455048 0.0027315246943524496 0.002955203825364461 6.366462912410498e-11 0.11966151526988411 6.593593329823829e-16 1.873369993669275e-12 7.387780845871719e8
14800 973663.6795900705 65.79429969719368 0.05720615473078781 0.00022234772509536672 0.00020712571930706146 0.3185113540448583 0.0037046416722636977 0.0024010220986786512 8.913048077374697e-11 0.1426175871003924 2.4509827688080364e-16 -2.5717973388472317e-12 7.387780845871718e8
15000 986808.0015130261 65.79873300632057 0.05639722973389748 0.00022380185279933406 0.00021360425484818 0.3510597683089145 0.003576387207646692 0.003141829937111318 1.4551915228366852e-11 0.04411927262350468 4.64233872222381e-16 -1.1265548190822082e-12 7.387780845871668e8
15200 999979.9527189161 65.68828651841446 0.06283803319359703 0.0002273580786272401 0.00021430020727100524 0.3530872954052029 0.002824890489156573 0.004158931626286 5.4569682106375694e-12 0.09217008677329597 4.810332543948216e-16 1.3186109480037728e-12 7.387780845871679e8
15400 1.013140877893249e6 66.05047737192652 0.05907950251622858 0.0002319402264172793 0.0002159620751170562 0.3132018095238891 0.002380284015151335 0.0023279322572306027 2.1827872842550278e-11 0.1497368757983346 4.525612695773896e-16 6.660826418004325e-13 7.387780845871639e8
15600 1.0262939183037076e6 65.70351486570998 0.05865755993101055 0.00023436113032528717 0.00022101135235217388 0.3825061351003569 0.0032660498110399505 0.0030647992703733973 1.2732925824820995e-11 0.0797710472580958 9.099102520673652e-16 2.782209254450282e-13 7.387780845871714e8
15800 1.0394322275969348e6 65.75341616852954 0.06174565083186261 0.00023667931252420473 0.00022168383979834103 0.3296991601600894 0.003937799277550003 0.0026633359055597827 5.4569682106375694e-12 0.05801217952472226 8.675702469799374e-16 2.322217605167782e-12 7.387780845871736e8
16000 1.0525776442825382e6 65.86148950738708 0.05986703442704653 0.00024089361065564186 0.00022377539677549083 0.3268387877706118 0.0033221847141282623 0.0038642672491874808 2.546585164964199e-11 0.14647890229391825 3.5675311471979124e-16 -1.1472634699513812e-12 7.387780845871748e8
16200 1.065747268821916e6 65.69740662494688 0.05986217642197494 0.00024089428256762938 0.00022601595033907966 0.32219323914614506 0.00346705848086859 0.0031386595381726057 3.092281986027956e-11 0.11020197078682625 9.67715574179687e-16 -1.5568665655528872e-12 7.387780845871648e8
16400 1.0789135367083114e6 65.949708205286 0.05813023784769108 0.00024290642102180903 0.0002273917909209898 0.34178995698130166 0.0035348004257571564 0.0025348331994278217 4.729372449219227e-11 0.0201200432210763 3.3351932496087493e-16 -5.066832722877937e-13 7.38778084587171e8
16600 1.0920618552071902e6 65.73068397456841 0.05871301261790098 0.0002482585758966206 0.00022793107302785255 0.37786263847920054 0.003734086190273045 0.002839585469513961 7.639755494892597e-11 0.13317273899600657 6.442820715198083e-17 5.356987398456365e-13 7.387780845871722e8
16800 1.105235984036459e6 65.73183089754991 0.05775060646994323 0.00024901932645919996 0.0002290752078147654 0.293267158423987 0.003998035893132412 0.0030118463968562548 3.092281986027956e-11 0.13277536745309204 2.776935419275216e-16 -7.365623152240406e-13 7.387780845871644e8
17000 1.1183843681893512e6 65.94706488465697 0.055670485318084675 0.00024995977588289836 0.0002332454796633312 0.32790693667629967 0.0029330390933961503 0.0028064641918447153 1.8189894035458565e-11 0.019267067327318865 1.1274994676101662e-16 1.067237370757307e-12 7.387780845871632e8
17200 1.1315505841977443e6 65.70094496325821 0.060254878167864095 0.00025282467351817235 0.00023240545484752933 0.4666601880435337 0.0036716526344898748 0.003177939431979193 1.1641532182693481e-10 0.11078311158501353 1.2707563539105914e-16 -1.2316334656807381e-12 7.387780845871774e8
17400 1.1447203693537833e6 65.86476849607253 0.05774412384128628 0.0002543810023475801 0.000232132586358161 0.30796258763621154 0.0033431175995424223 0.002517008150080491 9.276845958083868e-11 0.14629327279034432 5.013275904573483e-16 -5.483360518903265e-13 7.38778084587166e8
17600 1.1578658105527225e6 65.7511808420574 0.05568770731406025 0.00025457277453096 0.00023731473579497123 0.36621391902554024 0.003621196023510187 0.0029209800834846256 1.3096723705530167e-10 0.05721637868749918 9.136559639329823e-16 -2.3978538609262443e-13 7.38778084587167e8
17800 1.171003401289788e6 65.70321679280174 0.05941458179167897 0.00025683987890986896 0.00023682398422573324 0.42187399012641436 0.004037862553723404 0.004288977420149664 3.2741809263825417e-11 0.080492700373334 1.409481835601938e-16 -7.739372469605138e-13 7.387780845871737e8
18000 1.1841565265463912e6 66.04730083443339 0.05851040849198784 0.00025919359151578385 0.0002392158596706769 0.4310005393499523 0.002735678041339673 0.0027859820278142156 2.1827872842550278e-11 0.14977789297868915 9.708973142983802e-16 -6.482131264807634e-13 7.387780845871727e8
18200 1.197317384502419e6 65.68930022792742 0.05907446161696258 0.0002609012099649515 0.00024206138583215625 0.3504160448142102 0.0029453863692944227 0.003315586955903088 3.092281986027956e-11 0.09149502464314097 4.395065184172232e-17 7.09874345335995e-13 7.387780845871761e8
18400 1.210489296048006e6 65.8017153157151 0.06107733377170855 0.00026314335462418497 0.00024290703678388025 0.35979095993411647 0.004235358283709134 0.0028112007592280275 5.638867150992155e-11 0.044935307820489934 9.00309470007016e-16 -1.8216950464324518e-12 7.387780845871692e8
18600 1.2236334749065037e6 65.79010432601466 0.06336701215909435 0.0002673896708825614 0.000244087636570434 0.42244159010078874 0.003952230027136183 0.0037176104869789395 4.001776687800884e-11 0.14287785768847372 6.303662892169615e-16 4.483000776029181e-13 7.387780845871665e8
18800 1.2368056121611518e6 65.68876938307223 0.060923302650395375 0.00026811051966341013 0.00024764192692225894 0.3386817000937299 0.005079410951864927 0.003305851005734106 6.548361852765083e-11 0.11914756259052928 1.031647289888038e-15 -8.681130770017783e-13 7.387780845871618e8
19000 1.249965554404167e6 66.06324748379139 0.06204663126880123 0.0002686519843239742 0.0002514811766451776 0.44259557960322127 0.003097451752425595 0.0026589942094046304 1.0913936421275139e-11 0.006192460291770452 7.286594427586785e-16 -1.333857661096321e-12 7.387780845871671e8
19200 1.263119239442793e6 65.69943471327103 0.06744660553200127 0.0002729372283315482 0.00025078407635799495 0.38894141980540553 0.0030375983504300486 0.003569733996139468 1.1095835361629725e-10 0.1262129407906869 7.675063635401806e-16 2.1595808936361202e-13 7.387780845871667e8
19400 1.27629269801603e6 65.75654314894085 0.06316358939198127 0.00027572273125199103 0.00025218048982414046 0.3492658541599667 0.004695475311452979 0.002938204824507684 4.547473508864641e-11 0.1386628646405721 1.1420752131216792e-16 4.898207598670046e-13 7.387780845871713e8
19600 1.2894377446761748e6 65.85418151038755 0.06565450554079108 0.00027703268974664443 0.0002564357843344807 0.38919810498305196 0.0035330525230240217 0.003601526274383371 5.275069270282984e-11 0.033019496291809336 4.230971782402727e-16 -1.7592110908932017e-12 7.38778084587169e8
19700 1.296e6 31.509269727161154 0.06656045973523592 0.00027870149219988704 0.00025470808394079705 0.3542391754035634 0.003342799687851672 0.0030827803093138595 3.2741809263825417e-11 0.038055182953897204 2.86660534957452e-16 -1.0037062087813888e-12 7.387780845871718e8
