#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 cons_h cons_h_vcon1 cons_h_vcon2 dsdu_ut entropy 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.805639735628474e-13 7.387780845871601e8
200 13157.348421863931 65.69357190896116 0.02574992973761199 2.689303284018701e-5 2.76670473616558e-5 0.11130990272658892 0.0006587603441811155 0.0006862694237707578 4.729372449219227e-11 0.12278693303912558 5.323266980270159e-16 -3.013618903503743e-13 7.38778084587164e8
400 26330.449215721634 65.77507293536303 0.0378234481092947 3.398840209270643e-5 4.0360657370292464e-5 0.2340972720917307 0.001121636793927988 0.0014681957459843353 9.094947017729282e-12 0.14088621976695437 9.17007193540728e-16 6.076018099523574e-13 7.387780845871766e8
600 39475.14833759345 65.82330109134425 0.03923039295189998 4.296101224304071e-5 4.4927589532318286e-5 0.1918365762949179 0.0009148151844476926 0.0019156146154486464 2.546585164964199e-11 0.0390006405989789 2.0351475228432936e-17 1.5180894157826718e-12 7.387780845871668e8
800 52646.458057398144 65.69214520839456 0.04467204558136944 5.89642030002009e-5 4.465033597152259e-5 0.2522969984051997 0.0010938531447152178 0.0019911063400108453 1.255102688446641e-10 0.0963072792772548 4.306722658626903e-16 -8.657429827264675e-13 7.387780845871782e8
1000 65810.07351103555 66.00698017653197 0.04364128044308533 6.802415468755595e-5 5.6693262456936935e-5 0.20344196367477707 0.001777128622262203 0.002577324014325477 1.0913936421275139e-11 0.1493703213212041 6.801502773375498e-16 1.1775999108936863e-13 7.38778084587174e8
1200 78961.02199946955 65.71527090005071 0.04383739743560593 8.191271225073136e-5 6.333770876853818e-5 0.24147564097893337 0.0014900866224554221 0.003305390900101457 9.094947017729282e-12 0.0752115490207087 5.884726473478596e-16 1.2191311226557648e-12 7.387780845871749e8
1400 92135.12379944608 65.74106762979271 0.04142216526732592 8.754353545873138e-5 7.028192290547111e-5 0.19029748651973932 0.0020465402406762423 0.002961874806988618 2.3646862246096134e-11 0.06324198482814436 5.722890594582928e-17 1.7767666357272883e-13 7.387780845871767e8
1600 105281.73218183138 65.89690394196019 0.04226567547841011 8.691203769374129e-5 7.867763940322575e-5 0.2589245352537546 0.0026117282249303875 0.003146543091116394 3.2741809263825417e-11 0.14759386655184836 2.0233294139685581e-16 -4.439198064382081e-13 7.387780845871731e8
1800 118450.19981353803 65.71105811542989 0.046331981979822565 9.388339970685595e-5 7.586002614705083e-5 0.2378040845896976 0.0018488557333608824 0.003086809825137274 2.9103830456733704e-11 0.10624590566515935 1.2771684433361508e-16 7.914881402692091e-13 7.387780845871695e8
2000 131579.7710051219 65.91293501273829 0.03738279357715564 9.908787972499588e-5 7.660298066601836e-5 0.1857476220739045 0.002339382836045789 0.0018597562699732006 4.9112713895738125e-11 0.02537682715058276 3.0997237985507033e-16 -6.17870942175917e-14 7.38778084587166e8
2200 144726.76490955518 65.73684419045803 0.048727109896926524 9.494671538992527e-5 7.949498117659523e-5 0.2732866850856226 0.0017378108454320085 0.0023451577986129957 1.6370904631912708e-11 0.13552398238921093 3.9342944829092083e-16 -8.999734234716661e-13 7.387780845871669e8
2400 157900.86179290066 65.72137828131956 0.045725283536645824 9.25380137401121e-5 7.812913790746897e-5 0.24417965594784619 0.0022347435813574457 0.0025023866535043293 1.8189894035458565e-12 0.1302308328239825 1.6017428597299915e-16 -1.710570553532281e-12 7.387780845871813e8
2600 171051.08550828687 65.98668711431348 0.043065571071117 9.40103897158129e-5 7.633267275543852e-5 0.20405681155716593 0.0017584868886590943 0.001935886884876406 1.4551915228366852e-11 0.013976688513041347 8.346851963883376e-17 1.1349094971253874e-12 7.387780845871751e8
2800 184215.39270349478 65.69407084769281 0.0492692577470381 9.185408161096334e-5 7.481458813161286e-5 0.2505872854426343 0.0012988863923235616 0.0013825867822054305 7.275957614183426e-12 0.11428480243697725 2.080706951855149e-16 -4.661045014804543e-13 7.387780845871817e8
