N   M   end_time resolution_km            l2_depth_error           linf_depth_error         l2_height_error          linf_height_error        l2_order linf_order
3   4   5.00000 8.33990747766848358e+02  3.92652695082448746e-04  1.83008481764335759e-03  3.03671650748984525e-04  1.79628057548434825e-03  missing  missing
3   8   5.00000 4.16995373883424179e+02  4.22336649705685522e-05  1.43722450925617501e-04  3.26628209828780955e-05  1.41067914974413275e-04  3.22     3.67     
3   16  5.00000 2.08497686941712089e+02  4.84631688016088365e-06  2.01818157978901809e-05  3.74806157147364621e-06  1.98085591905931094e-05  3.12     2.83     
3   32  5.00000 1.04248843470856045e+02  6.10323121361836931e-07  2.48700625962310244e-06  4.72013839177028250e-07  2.44096461232296134e-06  2.99     3.02     
3   64  5.00000 5.21244217354280224e+01  7.57141495487983211e-08  4.19621876513738159e-07  5.85560749011247116e-08  4.11853677713789287e-07  3.01     2.57     
