#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 l2_H l2_vcon1 l2_vcon2 linf_H linf_vcon1 linf_vcon2 dsdu_ut mass entropy 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.8420399485614266e-14 9507.350780128016 7.387780849071587e8
50 1274.478613768108 25.479854517251216 1.0540304678144986e-10 5.568880565799004e-10 1.475952562100268e-9 5.580769655179807e-10 4.311401950615511e-9 6.3257622493794915e-9 8.151697912339733e-11 1.043074543547537e-9 1.3844585732239871e-9 5.477458057847874e-10 6.17150770988602e-9 5.920508830906604e-9 4.291641502730681e-13 9507.350780127997 7.387780849071658e8
100 2548.1392926827775 25.46851354563115 1.3172804835509773e-10 1.0512098389321097e-9 2.1815377903503844e-9 8.194769517121619e-10 6.403157595562048e-9 7.76177814020027e-9 1.0187630094448343e-10 2.2155531990646925e-9 2.5545548639738945e-9 8.043126337712644e-10 1.348178835083996e-8 1.1713407302838218e-8 -6.679588060102658e-13 9507.350780128023 7.387780849071692e8
150 3821.4962748985117 25.46751726418363 1.4562959456123026e-10 1.134075462621476e-9 1.9631270179659637e-9 8.534782056118252e-10 1.0029395314784362e-8 6.973095364016631e-9 1.1262752773585188e-10 2.386314482895749e-9 3.02662524295113e-9 8.377021038799546e-10 1.400287659681809e-8 1.8361062845303046e-8 -1.269800979761802e-12 9507.35078012806 7.38778084907173e8
200 5095.069018352209 25.476944116476428 1.2514988730572672e-10 1.1809996936955702e-9 1.9798867548094594e-9 8.993943005982451e-10 1.2712737973495456e-8 9.556072596990377e-9 9.678885976342226e-11 2.2028843978149452e-9 3.2916580256951787e-9 8.827551537497986e-10 1.3368531861246431e-8 1.9648549257373824e-8 -9.906764323142657e-13 9507.350780128056 7.38778084907172e8
250 6369.379518047522 25.49681784192738 1.0832291397817208e-10 1.2905714725524022e-9 2.0656158047616884e-9 7.741817185088978e-10 1.605315035714668e-8 1.0179600557940343e-8 8.377515590272024e-11 2.557820871505365e-9 3.177062281987996e-9 7.598535428797649e-10 1.844359203439109e-8 1.7117976430647e-8 7.832414932371459e-14 9507.350780128043 7.387780849071668e8
300 7644.949504588625 25.527104765631602 1.0643017335081342e-10 1.3946398611699079e-9 2.1806280115354285e-9 6.883890835846963e-10 1.9287291921496027e-8 1.075207014174606e-8 8.231134167616955e-11 2.9352797206553746e-9 2.932315188960189e-9 6.756902140411816e-10 2.0000728209361356e-8 1.5643636688780846e-8 -2.425785744196948e-12 9507.350780128061 7.387780849071653e8
350 8921.194884870294 25.567671005369778 1.0356453045891461e-10 1.4339745902773098e-9 2.1669049479335307e-9 5.354851827181997e-10 2.2219790318580416e-8 1.3499314334904148e-8 8.009510080048492e-11 3.1639091587953794e-9 3.0816747359057924e-9 5.255827677818946e-10 2.323380019670474e-8 1.70242579825737e-8 -1.2066067618055423e-12 9507.350780128047 7.387780849071705e8
400 10200.83083207612 25.618427513817025 1.1897433037220293e-10 1.4901315330259085e-9 2.2038483828154252e-9 7.613204279085442e-10 2.3551807134671286e-8 1.551045702306847e-8 9.201278570295146e-11 3.359453771661499e-9 3.419783014036681e-9 7.472673494674858e-10 2.5029763293303456e-8 2.0618590703058412e-8 -3.5129276936241223e-13 9507.35078012805 7.387780849071708e8
450 11482.361634677984 25.614507873643266 1.5176275680232625e-10 1.6045687608528648e-9 2.2686423214818185e-9 9.258158583067036e-10 2.360049521023072e-8 1.8778983839447916e-8 1.173708131786056e-10 3.529833805478179e-9 3.6521973411539612e-9 9.08711528564589e-10 2.4925683517212018e-8 2.3114856230109476e-8 -5.934492066358937e-13 9507.350780128052 7.387780849071617e8
