#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 dsdu_ut entropy h_squared 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 2.6928909654251288e-11 7.387780849071555e8 1.040022101565639e8
200 1325.1010285172026 6.618567894097724 1.6561867625299605e-6 2.04884553724355e-9 3.85758465461909e-9 1.6744168533477932e-5 5.7655050511584705e-8 5.3447976267051445e-8 2.68061230245676e-11 7.387780849071573e8 1.0400221015656437e8
400 2647.5717655907956 6.606601658151455 1.5660887582797032e-6 2.6751934159588754e-9 3.7373810823229515e-9 1.678362605161965e-5 6.253837891989633e-8 5.0058045708567533e-8 2.5764270360398476e-11 7.387780849071363e8 1.040022101565602e8
600 3967.8947382377683 6.597091576556259 1.6393116880595523e-6 3.08652892840752e-9 3.967719400993049e-9 1.9822747617581626e-5 6.566964461107716e-8 5.139032488443718e-8 2.2152639870647937e-11 7.387780849071636e8 1.0400221015656435e8
800 5286.5687966209325 6.590110572105991 1.6305600877747534e-6 3.4274812382834174e-9 4.069662513395659e-9 1.6432604752480984e-5 7.429607451481246e-8 6.558979909199181e-8 2.6063433499725437e-11 7.38778084907149e8 1.0400221015656172e8
1000 6604.022878472299 6.584509518365586 1.6438838905307746e-6 3.700461134561366e-9 4.3074649722869906e-9 1.6895975022634957e-5 9.707841497341718e-8 1.0826478955006102e-7 2.7063141848237182e-11 7.387780849071547e8 1.040022101565615e8
1200 7920.523004522061 6.580943570682077 1.6564091556928065e-6 3.974135456824593e-9 4.470571812013221e-9 1.7047731489583384e-5 1.1087519974362081e-7 1.268592694642079e-7 3.0527332563935696e-11 7.38778084907161e8 1.0400221015656185e8
1400 9236.572476811953 6.579993418986831 1.6620008644111963e-6 4.209170284538035e-9 4.609433775006444e-9 1.749864713929128e-5 1.2861600656721706e-7 1.3796339737998098e-7 3.162026621586435e-11 7.387780849071376e8 1.0400221015656093e8
1600 10552.695977381583 6.581671257513506 1.6712175933990473e-6 4.46358689009292e-9 4.769535850133146e-9 1.9510511265252717e-5 1.5433311784107673e-7 1.662605486063562e-7 3.301285502184368e-11 7.387780849071759e8 1.04002210156566e8
1800 11868.942997825807 6.580270433233479 1.670077147669312e-6 4.748971575002213e-9 4.92276341992134e-9 1.9924590105802054e-5 1.8628799797193452e-7 2.0715542818627863e-7 3.0831395270117285e-11 7.387780849071649e8 1.0400221015656339e8
2000 13184.958706871066 6.580324423815383 1.6887246005572707e-6 5.052054246976004e-9 5.0170507226426275e-9 2.086027143377578e-5 2.1832273783273237e-7 2.421498063037708e-7 2.920961231748908e-11 7.387780849071485e8 1.0400221015656371e8
2200 14501.248970784158 6.583000364036065 1.7024716362027043e-6 5.391979733442035e-9 5.136396538542021e-9 2.1478028429555707e-5 2.4759153582909477e-7 2.800461310348279e-7 3.325797982031989e-11 7.387780849071476e8 1.040022101565625e8
