N   M   resolution_km            l2_height_error          linf_height_error        l2_height_norm           linf_height_norm         l2_order linf_order
4   4   6.25493060825136240e+02  1.02065173975194365e-01  6.43890464029254872e-01  1.01981470620729997e+04  1.36323362383779295e+04  missing  missing
4   8   3.12746530412568120e+02  2.25061038333836940e-03  1.32737230410384655e-02  1.01981473872600636e+04  1.36323480597495309e+04  5.50     5.60     
4   16  1.56373265206284060e+02  7.13970696586550048e-05  4.31427370131132193e-04  1.01981473884461338e+04  1.36323492871348972e+04  4.98     4.94     
4   32  7.81866326031420300e+01  2.26056321091700651e-06  1.56530513777397573e-05  1.01981473884506122e+04  1.36323494617891120e+04  4.98     4.78     
4   64  3.90933163015710150e+01  7.11621141943660321e-08  5.45052898814901710e-07  1.01981473884509778e+04  1.36323494603961972e+04  4.99     4.84     
