N   M   end_time resolution_km            l2_depth_error           linf_depth_error         l2_height_error          linf_height_error        l2_order linf_order
4   4   5.00000 6.25493060825136240e+02  1.00082077154430002e-05  4.72325837836675704e-05  7.74018258682930133e-06  4.63597577913124894e-05  missing  missing
4   8   5.00000 3.12746530412568120e+02  2.20688160136354380e-07  9.73693096457823465e-07  1.70676584366829654e-07  9.55702041234066021e-07  5.50     5.60     
4   16  5.00000 1.56373265206284060e+02  7.00098428209804063e-09  3.16473187893714648e-08  5.41444581286076713e-09  3.10614360318164064e-08  4.98     4.94     
4   32  5.00000 7.81866326031420300e+01  2.21664106242044491e-10  1.14824258536592691e-09  1.71431365094763261e-10  1.12699299790059263e-09  4.98     4.78     
4   64  5.00000 3.90933163015710150e+01  6.97794623484033687e-12  3.99829827826375469e-11  5.39662847866280677e-12  3.92428200625353044e-11  4.99     4.84     
