#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 l2_H l2_vcon1 l2_vcon2 linf_H linf_vcon1 linf_vcon2 dsdu_ut mass entropy 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -3.802136628436002e-12 9507.350780127948 7.387780849131678e8
50 1820.409316729965 36.39119355768171 6.222010346237464e-8 4.2895381942367775e-7 1.153141930698844e-6 3.047405065324386e-7 3.961273829722108e-6 3.076850685029388e-6 4.812000214481867e-8 7.470056016681222e-7 1.2104934604819491e-6 2.991128625286804e-7 3.6144544588846074e-6 6.6540826442607825e-6 -4.130668452076592e-12 9507.350780127968 7.387780849131637e8
100 3639.5940758955808 36.3814226692609 6.056760557861639e-8 5.394776824577522e-7 8.634423187466122e-7 4.233342158417577e-7 6.635554932171034e-6 5.732131673034703e-6 4.68419875283199e-8 1.0331804612391e-6 1.3412409197074217e-6 4.1550080255822974e-7 6.089010547948061e-6 7.410786857634766e-6 -4.350049585222417e-12 9507.350780127927 7.387780849131697e8
150 5459.063133933717 36.4020026648079 6.192388372296115e-8 6.455122088846603e-7 9.936297251725527e-7 4.464713993192559e-7 8.025845522018587e-6 8.73125681148438e-6 4.789091068305039e-8 1.1783706843364207e-6 1.4129568134674097e-6 4.3821156121842333e-7 7.619984781316317e-6 9.635989848610265e-6 -4.397072408738262e-12 9507.35078012792 7.387780849131649e8
200 7280.337598090753 36.453015675227036 5.887668574120083e-8 7.626866534091437e-7 1.1927224332987684e-6 2.872579335055959e-7 7.362668533997742e-6 8.663720934229176e-6 4.553425800456688e-8 1.3279314487544927e-6 1.5653785164000245e-6 2.8197177227280067e-7 7.896272023268421e-6 9.852050605431834e-6 -4.517104856779808e-12 9507.350780127954 7.387780849131699e8
250 9078.270290572045 36.532796666218864 5.648424659525245e-8 8.38032598299639e-7 1.2030286355229342e-6 3.361215137578731e-7 8.951275291418287e-6 6.990795042482498e-6 4.368398501634625e-8 1.3866423162501491e-6 1.6667426858421005e-6 3.299025811440404e-7 9.8627103004425e-6 8.39993912740462e-6 -4.071963629167632e-12 9507.35078012797 7.387780849131663e8
300 10907.575478312656 36.62959865387154 5.987906970683325e-8 8.702880284484593e-7 1.2377846506354073e-6 4.99321203330102e-7 8.766329491691537e-6 6.3930350800745014e-6 4.6309485237026004e-8 1.4444518360117622e-6 1.8575470580425914e-6 4.901215164098585e-7 1.0237799541904042e-5 8.887229281000039e-6 -4.5987027227472525e-12 9507.350780127932 7.387780849131716e8
350 12736.20288509956 36.52250737581821 5.959130138344335e-8 9.84297126245292e-7 1.2524470426288386e-6 3.0626264428214456e-7 9.316575063992151e-6 7.5557955997480414e-6 4.608692995932497e-8 1.6104979642661504e-6 1.9907777881784728e-6 3.006022642666877e-7 1.023233655551251e-5 1.0410663656385447e-5 -5.047048746653116e-12 9507.350780127957 7.387780849131676e8
400 14560.227952347448 36.445040521558354 6.253025739346623e-8 1.0863625560218975e-6 1.2966162774455813e-6 4.557908095497619e-7 1.0256476228938835e-5 1.0599485169298994e-5 4.8359870081320387e-8 1.6985874223171739e-6 2.110659565141251e-6 4.473974384934482e-7 1.0968472561462449e-5 1.4460119968190252e-5 -4.9705394998903425e-12 9507.350780127928 7.387780849131668e8
450 16381.148838485178 36.39780345936024 6.365284212191196e-8 1.1731291311809111e-6 1.3678357345163437e-6 4.679156153754893e-7 1.251945220533013e-5 1.455341472902513e-5 4.922805860076557e-8 1.7557269011236925e-6 2.2594852524445153e-6 4.5925607745006927e-7 1.3031773671835074e-5 1.932586789085121e-5 -4.9293289592583876e-12 9507.35078012797 7.387780849131622e8
500 18189.565746071414 36.38101463601918 6.640816087731758e-8 1.2552844872693351e-6 1.457158600336056e-6 6.016573993708617e-7 1.1812402913913848e-5 1.6691403873584563e-5 5.135897669768631e-8 1.8381754865433226e-6 2.4019922961356265e-6 5.905387845150719e-7 1.1959364605122785e-5 2.148493317438168e-5 -4.818386339653175e-12 9507.350780127927 7.387780849131665e8
