#timestep time dt l2_h l2_h_v1 l2_h_v2 l2_h_v3 l2_b linf_h linf_h_v1 linf_h_v2 linf_h_v3 linf_b l2_H l2_v1 l2_v2 l2_v3 l2_b linf_H linf_v1 linf_v2 linf_v3 linf_b dsdu_ut waterheight e_total 
2500 36167.279169136185 14.48010494723057 0.0013885173579931914 0.032871358864171196 0.031070879253685273 1.0 0.0 0.008646828196614487 0.14407305814280652 0.18219007643177063 1.0 0.0 0.001384548763325643 0.03484059078386142 0.035868048967510176 1.0 0.0 0.008646828196614487 0.1469282568188405 0.2541307847375967 1.0 0.0 -6.163010889325923e-14 5619.927855768592 1.5690751204017898e8
2550 36891.28995614502 14.480229332882153 0.001407925594286325 0.033341734228387966 0.03154073631873911 1.0 0.0 0.008860361866638572 0.14650379396001845 0.18536149624861628 1.0 0.0 0.0014039016584213987 0.03530021664363662 0.03642375675191281 1.0 0.0 0.008860361866638572 0.14928197191005488 0.25812233588573014 1.0 0.0 -6.22121029633248e-14 5619.927855768569 1.5690751204017904e8
2600 37615.29495249066 14.479997737593488 0.001426901756567294 0.033818950513011675 0.032008032859493794 1.0 0.0 0.009073676371950487 0.14875197893276199 0.18865508528919195 1.0 0.0 0.0014228237185418217 0.03576730365202046 0.03697711804369219 1.0 0.0 0.009073676371950487 0.15148791624891075 0.26230654830222816 1.0 0.0 -9.558486819155836e-14 5619.927855768567 1.5690751204017892e8
2650 38339.29588344937 14.479931907758226 0.0014454550589711158 0.034302439455550345 0.03247301852242138 1.0 0.0 0.00924727181117484 0.1509324875248192 0.19193104790863094 1.0 0.0 0.0014413241313874997 0.03624097841509905 0.03752841564111972 1.0 0.0 0.00924727181117484 0.15381590545596552 0.26657811805196924 1.0 0.0 -4.466038706082105e-14 5619.927855768588 1.5690751204017925e8
2700 39063.289276443786 14.479872360501435 0.0014635930727166285 0.03479196586993276 0.03293592947550786 1.0 0.0 0.009495916990186721 0.15339737457217584 0.19533933176715268 1.0 0.0 0.001459410444332915 0.03672122288262058 0.038077869661159246 1.0 0.0 0.009495916990186721 0.15626510449996273 0.2708218510482512 1.0 0.0 -7.298401870175469e-14 5619.927855768587 1.5690751204017925e8
2750 39787.288784293385 14.480106536017672 0.0014813378698329495 0.03528664144005792 0.033396980183044 1.0 0.0 0.009718754729133338 0.15565330179674072 0.19905029714102218 1.0 0.0 0.0014771046655986124 0.0372069746184271 0.03862569666829117 1.0 0.0 0.009718754729133338 0.15867245654890055 0.2752824375121147 1.0 0.0 -7.392856253175007e-14 5619.927855768574 1.569075120401795e8
2800 40511.26290659319 14.47838429393556 0.0014986989955909046 0.03578599674695827 0.03385625095375293 1.0 0.0 0.009882739712231296 0.15776760603724005 0.2014903925950227 1.0 0.0 0.0014944163131556734 0.037697704053148456 0.039171981341448524 1.0 0.0 0.009882739712231296 0.16072534973117025 0.2787650706999223 1.0 0.0 -5.5902061993140206e-14 5619.927855768585 1.5690751204017937e8
2850 41235.13548962478 14.476706914574883 0.0015156928884071867 0.03629012239413934 0.03431380384794633 1.0 0.0 0.010086462476990975 0.15983262656042918 0.20371791320991214 1.0 0.0 0.0015113617782468727 0.038193385176504335 0.039716778131884366 1.0 0.0 0.010086462476990975 0.16264632431176565 0.2814545770975949 1.0 0.0 -1.0028676765235125e-13 5619.927855768571 1.569075120401791e8
2900 41958.93089221972 14.475234178650565 0.001532338449398907 0.03679864888747222 0.03476978531893333 1.0 0.0 0.010270525195258538 0.1620576686330112 0.20534326870825445 1.0 0.0 0.0015279599066547734 0.038693630846980284 0.04026018431294586 1.0 0.0 0.010270525195258538 0.16524537241998177 0.2843254722409315 1.0 0.0 -1.0972119784078259e-13 5619.927855768573 1.5690751204017925e8
2950 42682.67763496547 14.47480333593179 0.0015486579102870566 0.03731109957317837 0.03522425760777159 1.0 0.0 0.010536900218773078 0.16415981248010886 0.20770990204571932 1.0 0.0 0.001544232865320209 0.0391979840431622 0.04080223279055569 1.0 0.0 0.010536900218773078 0.1671056779186523 0.2872461840729622 1.0 0.0 -7.602680431067068e-14 5619.9278557685875 1.5690751204017967e8
