#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 dsdu_ut entropy mass h_squared 
3650 288193.0646410417 76.28305269619413 29.571875036574124 0.063459899047738 0.07985568113438314 215.67130749626722 0.3977005540715461 0.6698919937103437 -8.29158408972407e-6 1.5690750989590457e8 5619.927979669329 3.1679747041931644e7
3700 292006.5975242248 76.26020600110385 29.733724152493917 0.0639358973475685 0.08047427509590378 215.40956723403178 0.39134676328126494 0.6696815706658399 -8.05380284933724e-6 1.5690750986476904e8 5619.9279796692845 3.1679758134282444e7
3750 295819.228126275 76.24698099715937 30.02301681705795 0.06435950585283881 0.081085379695987 215.8285315761159 0.3847646314789181 0.6691918937666519 -7.936226428126843e-6 1.569075098342446e8 5619.927979669283 3.1679764848695975e7
3800 299631.4598400273 76.24410357825019 30.370867077340748 0.06481132048163629 0.08163326272508423 217.02660471775744 0.3781872757035904 0.6683001675963681 -7.881194469676527e-6 1.5690750980414075e8 5619.927979669314 3.1679726961373016e7
3850 303391.2566278698 76.25206514405954 30.635810715825208 0.06543680544688717 0.0820857474750229 218.89676830817643 0.3718980583973609 0.6668925349410195 -7.82167065496557e-6 1.5690750977454853e8 5619.92797966938 3.16795705217482e7
3900 307204.15350631456 76.25975046174982 30.674844864516746 0.06633109562634741 0.08246371396679643 220.84927293215333 0.36674312116761565 0.6647354980361518 -7.84641420487823e-6 1.5690750974449557e8 5619.92797966931 3.1679306130589005e7
3950 311017.3502449972 76.2701735498906 30.42162040162007 0.06722002879137345 0.08277953312317442 221.3893262710062 0.363128191272735 0.661886951527582 -7.918815278227201e-6 1.569075097146346e8 5619.927979669331 3.1679214896772847e7
4000 314831.3308803478 76.28878669618895 30.14074556499889 0.0678322742588345 0.08313024217743965 217.33094137856642 0.36000951039995605 0.6596395862699318 -7.86928840963833e-6 1.5690750968491486e8 5619.9279796692945 3.1679478387412567e7
4050 318645.91593085515 76.28594706998884 30.429647206468193 0.06832812136768808 0.08362072247478948 202.74644033845198 0.36733883211697055 0.6620319863332613 -7.652590215720379e-6 1.5690750965546685e8 5619.9279796693145 3.1679740765437614e7
4100 322458.35254798754 76.18992520696135 31.508624993414635 0.0688190326421855 0.0842295838300668 214.65523837119053 0.3596554450990451 0.6698932655284566 -7.507813325788434e-6 1.5690750962641856e8 5619.927979669325 3.1679602933127522e7
4150 326262.32452912244 75.9861642062836 32.479583074787456 0.06897883567939002 0.08488300346301668 237.79236679436963 0.3547904844842 0.6610131460332306 -7.685234147249424e-6 1.5690750959763232e8 5619.927979669365 3.167925821177885e7
