N   M   end_time resolution_km            l2_depth_error           linf_depth_error         l2_height_error          linf_height_error        l2_order linf_order
3   4   5.00000 8.33990747766848358e+02  9.30261134908548433e-05  6.84083013196400505e-04  7.19449880271396102e-05  6.71447037195717464e-04  missing  missing
3   8   5.00000 4.16995373883424179e+02  4.03156153106622609e-06  2.67666757530960454e-05  3.11794329623917179e-06  2.62722985515832071e-05  4.53     4.68     
3   16  5.00000 2.08497686941712089e+02  2.35806131933477993e-07  1.47087484028350677e-06  1.82368574583677698e-07  1.44367145294658286e-06  4.10     4.19     
3   32  5.00000 1.04248843470856045e+02  1.46035701910076368e-08  8.09315950984295956e-08  1.12941604046810431e-08  7.94333182764862408e-08  4.01     4.18     
3   64  5.00000 5.21244217354280224e+01  9.12444043665333671e-10  5.01007659010922883e-09  7.05669179210412028e-10  4.91732822388702959e-09  4.00     4.01     
