#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 l2_H l2_vcon1 l2_vcon2 linf_H linf_vcon1 linf_vcon2 dsdu_ut mass entropy 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -5.3232461229905745e-12 13175.848874782014 8.591918641155143e8
50 1602.9304882806773 32.066230370917054 0.00293449507150642 0.003470504463353162 0.005749217972610972 0.005394423144321846 0.005089956736410505 0.004605800724188139 0.00293449507150642 0.002173195145132714 0.0048097793005442355 0.005394423144321846 0.003326250541054754 0.003476512260896449 -2.6114871206416254e-9 13175.848874781976 8.591918641155121e8
100 3207.008424815486 32.09955638391141 0.0057177059474423355 0.009984709710780151 0.019734613839507715 0.010516026589105705 0.015012428228501032 0.014577702346725445 0.0057177059474423355 0.008766615684520038 0.01899335597149094 0.010516026589105705 0.01285335212002648 0.013892802911217852 -2.7777356470714963e-9 13175.848874781961 8.591918641155072e8
150 4813.233737270777 32.15119234940397 0.008208538087092888 0.02054916630261536 0.04215257385704358 0.015105965528729283 0.029598574075990546 0.03212844837614013 0.008208538087092888 0.019932690234335356 0.04181269755994088 0.015105965528729283 0.02770064127319436 0.0313519725136394 -2.517165258195265e-9 13175.848874782036 8.591918641155005e8
200 6422.437093401636 32.21785267591087 0.010286312292775551 0.03536091675914026 0.07189288767084574 0.01897737507165656 0.047793758227598716 0.05675632297862792 0.010286312292775551 0.035738499655121395 0.07204063398671236 0.01897737507165656 0.04674337411699216 0.0556857991089808 -2.7114449727409903e-9 13175.848874782016 8.591918641155026e8
250 8035.292208741491 32.29655515568927 0.011860499898462011 0.05426557220072359 0.10735023732218897 0.021941992629910825 0.06857390288878024 0.08856220063877122 0.011860499898462011 0.05599686524756136 0.10797747069248574 0.021941992629910825 0.06867615464159983 0.08656937331009484 -2.6903499831318694e-9 13175.848874781976 8.591918641154991e8
300 9643.06756781351 32.384180776535445 0.012875366900629013 0.07662644425328523 0.14626908346210354 0.023942522734729573 0.09062805549848114 0.12671984176271103 0.012875366900629013 0.08001400482089899 0.1472630085659069 0.023942522734729573 0.09344816443013741 0.12325279386767114 -3.0529825891484003e-9 13175.848874781997 8.591918641154894e8
350 11264.683270407675 32.47960485289022 0.013337793429673922 0.10185799925301493 0.1867521430120897 0.02500986285887016 0.1111769440646459 0.17093470294537744 0.013337793429673922 0.10714656291741792 0.18789939693459512 0.02500986285887016 0.11748060278738479 0.16543601028639665 -3.354809400465413e-9 13175.848874781994 8.591918641154869e8
400 12890.453974411976 32.50802327905232 0.013289083836056061 0.12867634421541677 0.22604276186287114 0.025197667306089903 0.1291643310119562 0.22007022189534295 0.013289083836056061 0.13599742950293423 0.22703840930919802 0.025197667306089903 0.14306510412090553 0.2119831491069895 -3.980657746023108e-9 13175.84887478204 8.591918641154761e8
450 14513.989165281952 32.43653809292997 0.012839978634582246 0.1555942236436729 0.2616106408229691 0.024694125260934865 0.16376064695627726 0.2554248873939591 0.012839978634582246 0.16494998909426953 0.26211289981905483 0.024694125260934865 0.18183104575756343 0.24978835191851695 -4.682454812962666e-9 13175.848874782034 8.591918641154716e8
500 16133.790972141369 32.325597007488135 0.012162305883805354 0.1811058216133057 0.2916821407421437 0.02393866169986772 0.19858991952594598 0.28755115841098056 0.012162305883805354 0.19236850065068892 0.2914140431798822 0.02393866169986772 0.22081088201364155 0.28323133837417624 -5.682852008885389e-9 13175.84887478203 8.591918641154652e8
550 17730.128035478305 32.12706001423102 0.011481648909836318 0.20349568736842816 0.31542180137968073 0.02307531979816635 0.23154514347742491 0.3151301921431188 0.011481648909836318 0.21639270143659947 0.3143362936390284 0.02307531979816635 0.2574888658146662 0.3126093261333013 -6.771375662005715e-9 13175.848874781996 8.591918641154505e8
600 19331.84251823605 31.949172506631545 0.011009204840969743 0.2218782078233002 0.33430442928838017 0.022402276346964678 0.2613730567996772 0.3379684242690615 0.011009204840969743 0.2360512007330962 0.33273544842554703 0.022402276346964678 0.29050617550207086 0.33759669860559693 -8.114565856603963e-9 13175.848874781972 8.591918641154402e8
650 20925.320861060813 31.797674160554 0.010912892060895723 0.23496421976015727 0.35067666613886356 0.022078811335140162 0.2860844681329642 0.35541610407538754 0.010912892060895723 0.2499344457644692 0.3494649894560367 0.022078811335140162 0.31760939527532017 0.35727176835614644 -9.542047473790788e-9 13175.848874782067 8.591918641154298e8
