#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 l2_H l2_vcon1 l2_vcon2 linf_H linf_vcon1 linf_vcon2 dsdu_ut mass entropy 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.79817005523654e-12 9507.350780127865 7.387780849071515e8
50 1416.0287994380324 28.30902367082881 6.485903516624129e-10 4.695397455018069e-9 1.244760797185135e-8 3.8544865954508265e-9 4.139827948584619e-8 4.7035299879166145e-8 5.016090844372029e-10 8.538754252606128e-9 1.3314607928305703e-8 3.783154885281116e-9 5.3608861964623467e-8 6.057425220085337e-8 -2.521882728880566e-12 9507.350780127788 7.387780849071501e8
100 2831.11740522953 28.297114732967273 6.494652957349842e-10 5.877876724362359e-9 8.936932240058083e-9 5.428870734824231e-9 7.057676820421595e-8 6.25567121624442e-8 5.022857520816484e-10 1.2241592283345094e-8 1.4238030254457882e-8 5.328373042956418e-9 7.32410341367376e-8 1.0281584242724418e-7 -1.635541177577233e-12 9507.350780127825 7.387780849071499e8
150 4245.972549726953 28.299424556724183 6.609438678103537e-10 6.939734293438138e-9 1.0021076466191441e-8 4.2894545596208075e-9 9.717311190353073e-8 9.556726539651147e-8 5.111630899797348e-10 1.3371074585943905e-8 1.5202452518304034e-8 4.2101820847752e-9 9.006516547658724e-8 1.0219000684389919e-7 -9.117128552951327e-13 9507.350780127817 7.38778084907148e8
200 5661.308022612513 28.316050003833595 6.317413004715577e-10 7.980464842908716e-9 1.2636953468301244e-8 3.85702278610189e-9 8.160836036732508e-8 8.418517042499507e-8 4.885783057589624e-10 1.4601289527864081e-8 1.6816745994662554e-8 3.785748291271268e-9 7.799668428921002e-8 9.636815743565609e-8 -4.270695459570858e-12 9507.350780127825 7.387780849071475e8
250 7077.8400759538545 28.346993769592974 6.048379330633182e-10 8.444814885528276e-9 1.2349472675839585e-8 4.002478504715615e-9 8.185160217356359e-8 6.781580612838966e-8 4.677716847543186e-10 1.4671028286148704e-8 1.7883131282903006e-8 3.928384573452221e-9 8.755189986357244e-8 1.0492236401997533e-7 -3.0908297937213853e-12 9507.35078012782 7.387780849071543e8
300 8496.28258397546 28.39215896674406 6.080197371323345e-10 8.597424552809537e-9 1.2685911411315513e-8 4.629762237019835e-9 1.0820691655858137e-7 5.8689217125362256e-8 4.702324393758738e-10 1.506097263459235e-8 1.8950144554955844e-8 4.544306252331195e-9 1.1818150939001431e-7 1.1012867151402626e-7 -3.0463082045886713e-12 9507.350780127848 7.387780849071547e8
350 9890.634577749503 28.450103581441155 6.232498385435309e-10 8.90602382737365e-9 1.2524481833026663e-8 3.928348254454179e-9 9.722007769260792e-8 5.442053994510432e-8 4.820111500108199e-10 1.5922021609833843e-8 2.0005340614358537e-8 3.855623969303929e-9 1.1091863535924294e-7 1.0052847870858266e-7 -2.662613298266357e-12 9507.350780127828 7.387780849071523e8
400 11314.420760195246 28.468820445878805 6.283764953324103e-10 9.657325229066261e-9 1.266757004662902e-8 5.381189083087598e-9 1.0263973578549865e-7 6.121081663040452e-8 4.85976020688926e-10 1.6003515226841508e-8 2.062290077749314e-8 5.281601124519043e-9 1.1498046533574834e-7 9.630536095093568e-8 -3.479853583247712e-12 9507.350780127812 7.387780849071531e8
450 12736.204206172079 28.406070916400378 6.457618196854745e-10 1.0434962886922956e-8 1.2924400479645829e-8 5.5022790802535674e-9 1.043350900312925e-7 1.0162521691481455e-7 4.99421545336993e-10 1.6107409940730314e-8 2.124383129675951e-8 5.400737542266887e-9 1.1459084179927568e-7 1.3601376111900598e-7 -2.6632278380574427e-12 9507.350780127825 7.387780849071592e8
500 14155.204670497538 28.357270309830753 6.860611396395858e-10 1.1283232278421105e-8 1.364019360791317e-8 5.7643653608788075e-9 1.0426584749343e-7 1.2826493767856148e-7 5.305883743094386e-10 1.717235962621258e-8 2.207424693939581e-8 5.657683340294676e-9 1.1220117772013142e-7 1.7592514393487587e-7 -3.768296736405869e-12 9507.350780127801 7.387780849071501e8
550 15572.125980626652 28.322650482322516 6.553377923648494e-10 1.1960790259355627e-8 1.4029590817367285e-8 5.164713850922504e-9 1.0292998332194114e-7 1.3882095062270183e-7 5.068274433120118e-10 1.8021716173710916e-8 2.3650970752677806e-8 5.069188354150632e-9 1.0837520914768905e-7 1.867331141894546e-7 -2.2259531026599733e-12 9507.350780127852 7.387780849071547e8
600 16987.680754459023 28.302334674003642 7.155925328153515e-10 1.2607782440407349e-8 1.493337267015272e-8 6.07114743568879e-9 1.1328646696853573e-7 1.391641850963097e-7 5.53427466808797e-10 1.877453064710434e-8 2.5351387491667696e-8 5.9589241314285756e-9 1.1275277846858504e-7 1.8293862512649641e-7 -3.9691689265613554e-12 9507.350780127837 7.387780849071552e8
650 18383.596915261736 28.296330503132726 7.016520202199886e-10 1.333064868700717e-8 1.5002180336027505e-8 5.9183473760248345e-9 1.372791219220091e-7 1.7095145163233056e-7 5.426461037800447e-10 1.9770704409621038e-8 2.648355119222149e-8 5.808878084113288e-9 1.3473705444852346e-7 2.195484743801786e-7 -2.5879045956574914e-12 9507.350780127861 7.387780849071498e8
700 19798.560182226098 28.30440257809322 7.111334354995728e-10 1.3900781459509161e-8 1.5710975174050298e-8 5.594458982815097e-9 1.8312302405928688e-7 1.822136815837758e-7 5.499788745680317e-10 2.058535761727125e-8 2.806461308297389e-8 5.490890348535004e-9 1.799039577942892e-7 2.2754335994391228e-7 -2.904995641132818e-12 9507.350780127837 7.387780849071554e8
750 21214.28723554414 28.326565566833683 6.914192764715838e-10 1.4495512960005789e-8 1.6240949704520822e-8 4.775228702294046e-9 1.841281436696839e-7 2.2442629450654975e-7 5.347322677876318e-10 2.1469711895107705e-8 2.9372090448684498e-8 4.686839444539264e-9 1.8250071260313618e-7 2.714202050510855e-7 -1.8198207933733962e-12 9507.350780127817 7.387780849071504e8
800 22630.537854205002 28.313776168461175 7.00283750196996e-10 1.5285794202200604e-8 1.635153148019055e-8 5.177122656511296e-9 1.8331978876613537e-7 2.422843799608317e-7 5.415879064820771e-10 2.271975871961631e-8 3.0043920172612856e-8 5.08131041327214e-9 1.8247477478280008e-7 2.9601968083221414e-7 -3.436595533872371e-12 9507.350780127854 7.387780849071513e8
850 24045.781147845988 28.298607359270637 7.151628161090909e-10 1.6018909451688614e-8 1.675054302297457e-8 5.2551772418939195e-9 1.6410350010723107e-7 2.5470042436388115e-7 5.530951308071355e-10 2.3937880100857468e-8 2.9988193486391645e-8 5.157906312603631e-9 1.6387610147488857e-7 3.167084577504617e-7 -2.8740484893480647e-12 9507.350780127752 7.38778084907148e8
900 25460.6270025488 28.297622108457002 7.346593450308726e-10 1.6673519882556817e-8 1.690056911926395e-8 4.016023966157262e-9 1.4534533668225736e-7 2.4571432744998506e-7 5.681734256553015e-10 2.47454136658161e-8 2.9758309662194764e-8 3.941724022481949e-9 1.439608855234636e-7 3.103258466674268e-7 -3.673953391749096e-12 9507.350780127808 7.387780849071541e8
