#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 cons_h cons_h_vcon1 cons_h_vcon2 dsdu_ut entropy 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -9.293576063375503e-13 7.387766634397866e8
200 51006.54045688723 255.25971440032663 3.2071786987503703 0.0008783870672818333 0.0007249791149487961 14.187111930334822 0.010526187642374146 0.012507349757355861 4.18367562815547e-11 0.020479496964023125 8.986204314283168e-18 8.789995343263792e-13 7.387766634395914e8
400 102058.4216715637 255.15799535988788 2.7594757620755423 0.001426724667747776 0.0013243458189655035 11.500655513651054 0.02462508443953093 0.03396895809095275 1.0913936421275139e-11 0.0343394396362495 1.1591296812259274e-16 7.830618934875787e-13 7.38776663439383e8
600 153073.44054727175 254.52188030911762 3.146302131399579 0.0015367416406017042 0.0013384631985304237 14.61888802390422 0.0213191324408723 0.02275980211859191 2.1827872842550278e-11 0.03699998109399197 2.8113321033894786e-17 9.253142574899381e-13 7.387766634391615e8
800 204104.5726086406 256.1995293357461 2.782948887783655 0.001527804330855418 0.001358939162824977 13.460056395624633 0.02406844972786268 0.01630056826376039 1.8189894035458565e-12 0.02753459402427677 9.667531164846498e-17 3.423272967757575e-13 7.387766634389281e8
1000 255114.5972705599 254.5779626120861 2.3151646469102607 0.0016348366149473586 0.0015748675841570252 11.332930027394468 0.015900601558483968 0.025826249068115953 1.8189894035458565e-11 0.009149394918247233 3.2856247710228316e-17 -4.676806833738207e-13 7.387766634386857e8
1200 305878.9440746146 254.4402212985097 3.0955624473348404 0.0018963374880413377 0.001707504605352699 15.291519484808305 0.02038281307064435 0.0406720217485238 2.9103830456733704e-11 0.011580190435237753 2.1297481836295997e-17 1.7312884611139865e-13 7.38776663438426e8
1400 356921.59217295115 256.1673559351985 2.8848164033339656 0.0021498665613112174 0.0017982479322041969 15.199104730847466 0.0272125148581569 0.035618208943921786 1.6370904631912708e-11 0.029201057510397893 5.877256191070543e-17 8.102626039169704e-13 7.387766634381555e8
1600 407932.8877924424 254.7487191967131 3.863144782043207 0.002186637588344968 0.0018785515098533 22.949489956879916 0.04264680236342783 0.03549993656521276 2.1827872842550278e-11 0.03731895691772094 2.8474199445996003e-16 4.165568255960563e-13 7.387766634378597e8
1800 458900.1271316067 254.51304537389967 3.734978874604076 0.0023834806891908683 0.0020207136605569767 17.257268285264217 0.03289179467529202 0.03184339431587219 3.456079866737127e-11 0.03328427525289024 2.0493743308321308e-16 -5.23567728619795e-13 7.387766634375547e8
2000 509925.6749435334 255.5754543989583 3.142223905203511 0.002545234630207158 0.002298919425894428 17.636927607945836 0.03815962110264993 0.04843187606424451 2.7284841053187847e-11 0.01847131835398627 4.284548928959271e-17 -2.2922265351435314e-13 7.387766634372236e8
2200 560732.4743154665 254.25509773503674 3.7752982830346746 0.0026684420332426144 0.0023816515369875463 29.138250652929855 0.04373390859034365 0.03999755076068143 2.9103830456733704e-11 0.0018221330030248062 2.8153470568410383e-16 -2.4082430787824065e-13 7.387766634368691e8
2400 611696.6442965277 255.07322616653278 3.5945244798430154 0.003040423619346466 0.002463694178069125 16.993490979177295 0.029750851815650195 0.044291895805954384 3.2741809263825417e-11 0.021854691540522803 1.0932638790846199e-16 2.609797892549746e-13 7.387766634364989e8
2600 662541.6879637532 255.44624496487447 3.798896603764415 0.0032060163846494368 0.0026094363242425314 31.030740753292775 0.05059408197124249 0.05530083891208171 3.8198777474462986e-11 0.034769010307650616 1.4948153120653207e-16 6.122610361066235e-13 7.387766634361014e8
2800 713535.1415602746 254.0818033855957 4.684404280847734 0.003383906438498929 0.002726791701523735 33.70390349957415 0.05595549343362766 0.037773288809018556 0.0 0.03676872835078748 1.6185637492987344e-16 7.421995649821637e-14 7.387766634356675e8
3000 764518.8857111906 256.0241353436053 4.0596868585642 0.0036274464406593353 0.002975613277739357 24.61083015934173 0.042343130777770806 0.058944998784039776 3.637978807091713e-11 0.026836323003857854 2.6037837820664035e-16 1.0223239984019691e-14 7.387766634351988e8
3200 815326.3025759796 254.82806793136697 4.2063337391624245 0.0037593260305022066 0.003144145169863863 36.88750683154649 0.060464767705895706 0.05710919553559313 1.6370904631912708e-11 0.00878118200226008 1.2149043489063296e-16 -1.1609312221553448e-14 7.387766634347222e8
3400 866251.7198575457 253.72009344019676 4.813388325491046 0.003997580792551713 0.003214011595197816 29.472114964170032 0.06187911599846152 0.05031911857049359 2.546585164964199e-11 0.0123903990965481 6.982934175355796e-17 -4.594714599559412e-15 7.387766634342167e8
3600 917130.7428464689 256.4657405748582 4.472308918383027 0.004310261016675068 0.0032712741703132477 28.935274527975707 0.047256877348168136 0.06613330237830378 2.546585164964199e-11 0.02940263408268315 2.0070093272408155e-17 -8.270486279206941e-14 7.387766634336842e8
3800 968110.8319327792 254.3887663882305 5.205121583189302 0.004437302957185161 0.0034264682942104054 51.80871753478641 0.07710672226042387 0.06786051126665374 3.456079866737127e-11 0.03739878425355583 2.5272425972902146e-16 -1.7668209206839125e-13 7.387766634331123e8
4000 1.019042051830321e6 254.26395094160875 4.744491338588103 0.004688672840014077 0.0036117214588697066 31.551576960429884 0.06378368203996868 0.05784873789088355 1.2732925824820995e-11 0.033143917827730685 7.425588635872025e-16 -3.524299255015388e-13 7.387766634325135e8
4200 1.0699012579356495e6 255.71767893150215 4.818492311829822 0.004774318750893947 0.0038392618317539193 39.11902203005047 0.060389116088825134 0.0759207228778439 2.7284841053187847e-11 0.018760041928291338 3.4319929605598825e-16 -4.2380115894802827e-13 7.38776663431869e8
4400 1.1207732654011892e6 253.37269935692552 6.654799279822645 0.004931994078396796 0.0038489231904604957 51.36896655752389 0.0916303818607273 0.06312138641183737 3.2741809263825417e-11 0.0018170688735799911 5.290054058327371e-16 3.133289042592882e-13 7.387766634311808e8
4600 1.1714705507274475e6 254.14893602295842 5.469704124771988 0.005466095449957949 0.003971719784523115 30.106468553154627 0.06029562167284322 0.08014358249005504 2.1827872842550278e-11 0.02112697021591231 9.494051523044284e-16 -2.5687517754603487e-13 7.387766634304669e8
4800 1.22238955606972e6 255.2517105624854 5.725807303999794 0.005571590038357593 0.004242417785187414 48.507877384268795 0.07204437596775437 0.08119258001207168 1.4551915228366852e-11 0.03465749399357296 7.144130583548347e-16 2.0167733948999446e-13 7.387766634296925e8
5000 1.2732553976683796e6 253.0775264832963 6.692874151900128 0.005687290700926463 0.004394421786575816 49.20523240624607 0.10535939105206996 0.06983675072876161 4.3655745685100555e-11 0.03688416479319362 4.4301215915764326e-16 -4.508333965087695e-13 7.387766634288526e8
5090 1.296e6 116.8572403586004 6.6051750264335505 0.005772611989634374 0.004447736161532387 46.766445994901005 0.1101166578944476 0.07353193523533735 2.7284841053187847e-11 0.009641853082234697 4.461898630665898e-16 5.92963234788474e-13 7.387766634284633e8
