N   M   resolution_km            l2_height_error          linf_height_error        l2_height_norm           linf_height_norm         l2_order linf_order
4   4   6.25493060825136240e+02  4.29457452989393973e-01  1.89425747342102113e+00  1.01981470620729997e+04  1.36323362383779295e+04  missing  missing
4   8   3.12746530412568120e+02  1.19660163137459922e-02  5.31888017285382375e-02  1.01981473872600636e+04  1.36323480597495309e+04  5.17     5.15     
4   16  1.56373265206284060e+02  4.07836931264154295e-04  1.75940039480337873e-03  1.01981473884461338e+04  1.36323492871348972e+04  4.87     4.92     
4   32  7.81866326031420300e+01  1.25741837907402192e-05  7.44564622436882928e-05  1.01981473884506122e+04  1.36323494617891120e+04  5.02     4.56     
4   64  3.90933163015710150e+01  3.85385740734357651e-07  2.73147270490881056e-06  1.01981473884509778e+04  1.36323494603961972e+04  5.03     4.77     
