#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 dsdu_ut entropy h_squared 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 2.29818258710859e-13 7.387780849071587e8 1.0400221015656552e8
200 5095.069017232929 25.476944107976724 6.41805696586844e-7 1.5136009719959995e-10 1.2880014332341924e-10 7.256153594425996e-6 2.190760517439827e-9 1.651185800935484e-9 3.4445816794753003e-13 7.387780849071666e8 1.0400221015656528e8
400 10201.935628517096 25.618475613031137 6.326625151970064e-7 2.398009028492214e-10 1.6002096373868922e-10 7.29439125279896e-6 3.3082320216593075e-9 2.3901195189690583e-9 -8.790886416506131e-14 7.387780849071702e8 1.040022101565649e8
600 15315.464801532022 25.49502486764299 6.261564975863605e-7 3.0160564278401425e-10 1.836567221362487e-10 7.740203727735206e-6 3.355086486411807e-9 2.659199693777481e-9 -8.808815279881586e-13 7.387780849071668e8 1.0400221015656473e8
800 20410.294177120784 25.481076789138154 6.279173186722772e-7 3.484804072501879e-10 1.9232058196399663e-10 6.78644141771656e-6 3.975551582380277e-9 3.048612973177711e-9 -8.354419580771699e-13 7.387780849071708e8 1.0400221015656535e8
1000 25506.17741367417 25.46805676289279 6.279702355869663e-7 3.886181847616254e-10 1.9567980535017156e-10 7.1044535161490785e-6 3.54844725825032e-9 2.7184805240221266e-9 1.2278830483109466e-14 7.387780849071647e8 1.0400221015656504e8
1200 30607.557927443617 25.57292014485871 6.259455589882021e-7 4.261480895595482e-10 1.976011717912698e-10 7.948053507789155e-6 3.787425595369598e-9 2.660028239342971e-9 6.122363437499501e-13 7.387780849071676e8 1.0400221015656489e8
1400 35725.020718952175 25.520717471722772 6.215143667673983e-7 4.5093357168431524e-10 2.0653251909690346e-10 7.893253950896906e-6 5.656617452221013e-9 2.8130357487832214e-9 7.008706663950259e-13 7.3877808490717e8 1.0400221015656495e8
1600 40821.26961341982 25.469835918566424 6.293233519176497e-7 4.664232594730801e-10 2.188020002993909e-10 6.941593937881407e-6 3.597495856766386e-9 3.084600741498633e-9 -1.7539846286517607e-12 7.387780849071715e8 1.0400221015656559e8
1800 45900.79919123487 25.4674348950014 6.360631573275031e-7 4.827844525482222e-10 2.3395570477923835e-10 6.843929213573574e-6 4.56538162829645e-9 3.3988999947887066e-9 5.598447924523005e-13 7.387780849071645e8 1.0400221015656535e8
2000 50998.281604432705 25.53485476085569 6.369020882576242e-7 4.967126414575957e-10 2.510618135781154e-10 7.842174454708584e-6 4.010688170463794e-9 3.959472916204021e-9 -2.2944829044099176e-13 7.387780849071635e8 1.0400221015656498e8
2200 56116.49994739716 25.55511667497511 6.33579931288207e-7 5.092012505628378e-10 2.598968463595883e-10 7.806628900652868e-6 5.6091692401949445e-9 3.4591217945578734e-9 -6.77512889584767e-13 7.3877808490717e8 1.0400221015656485e8
2400 61215.865602215665 25.466742183625914 6.378551251661288e-7 5.230283203059148e-10 2.5258548994247814e-10 6.672421250186744e-6 3.693706285279319e-9 3.779166535267109e-9 -4.976757647082732e-13 7.387780849071684e8 1.0400221015656593e8
2600 66311.97128217801 25.47504725223886 6.404759016146341e-7 5.382298705614292e-10 2.509608077710691e-10 6.845900088592316e-6 4.886923976599178e-9 3.14408585277981e-9 5.966898989454292e-13 7.387780849071666e8 1.0400221015656461e8
2800 71407.26367212534 25.505508640430346 6.315419896838885e-7 5.584307698202532e-10 2.451154290215286e-10 7.57379416427284e-6 3.4730790465786754e-9 2.996692588519423e-9 -1.7550272882583658e-12 7.387780849071653e8 1.040022101565646e8
3000 76523.0352708186 25.597119014920704 6.280591372841347e-7 5.752194588132451e-10 2.459379696727389e-10 8.22999345473363e-6 5.704184458110717e-9 3.577946272592669e-9 -2.336483037737034e-13 7.387780849071662e8 1.0400221015656441e8
3200 81627.12114308399 25.471950291255315 6.329491503235748e-7 5.837094266138877e-10 2.51939514911787e-10 7.2461814397684066e-6 4.128169694972428e-9 3.844322749024798e-9 6.70097251326911e-14 7.387780849071708e8 1.0400221015656495e8
3400 86705.92291070124 25.491034115603462 6.405695505405827e-7 5.949428930059613e-10 2.593410212705656e-10 7.2904524586192565e-6 4.3405679051033985e-9 3.5584668545141085e-9 4.4831970016297223e-13 7.387780849071672e8 1.0400221015656528e8
3600 91800.66771757971 25.484094770894643 6.319998757967433e-7 6.073061048354144e-10 2.7131587516039107e-10 7.231012659758562e-6 3.985611340961981e-9 2.9843121984035603e-9 4.635850791635092e-13 7.387780849071637e8 1.0400221015656424e8
3800 96910.72767296557 25.643011635305584 6.234992290269912e-7 6.202329792696876e-10 2.8181284134342457e-10 7.923053544800496e-6 6.269765928657023e-9 4.292992350496405e-9 -6.018498315682475e-13 7.387780849071666e8 1.0400221015656552e8
4000 102021.26348531651 25.485645027601997 6.287674324165923e-7 6.330407406705957e-10 2.8061023218272177e-10 7.536809562225244e-6 5.250958445834897e-9 4.486487740346101e-9 -1.454023161932634e-12 7.387780849071689e8 1.0400221015656477e8
4200 107115.9925412651 25.489290293056335 6.361019457461256e-7 6.469828796909391e-10 2.781146503379717e-10 6.679210173388128e-6 4.462054059573006e-9 3.989950980720636e-9 -1.1589081359647046e-12 7.38778084907173e8 1.0400221015656452e8
4400 112211.5443088414 25.471276093759656 6.285260500967465e-7 6.618821362242535e-10 2.788668122920489e-10 7.014075208644499e-6 4.292983163400876e-9 2.9484195362972088e-9 -5.5507205818695e-13 7.387780849071617e8 1.040022101565648e8
4600 117315.34270064092 25.59369614857246 6.256660210373983e-7 6.78565508456852e-10 2.725880013330531e-10 8.028682032090728e-6 5.981087070061619e-9 4.588984248155015e-9 -3.3387763780024216e-13 7.387780849071659e8 1.0400221015656517e8
4800 122431.32066962066 25.507422551582824 6.248323134001294e-7 6.866282157401198e-10 2.7389798825653674e-10 7.765130931147723e-6 6.2718217841428725e-9 4.54084553291878e-9 2.3121987847580877e-13 7.387780849071689e8 1.0400221015656546e8
5000 127526.68695414184 25.47419674436497 6.365346626064065e-7 6.93448570504124e-10 2.775898989511662e-10 6.9211678237479646e-6 5.183897505700585e-9 4.5271779658406786e-9 -1.0564101737374276e-12 7.387780849071654e8 1.0400221015656477e8
5200 132606.12977502187 25.4666763610187 6.362060053628513e-7 7.016627101149921e-10 2.862548072756396e-10 7.0199071160459425e-6 4.747583326469851e-9 4.1394649374915105e-9 -4.584706148274145e-13 7.387780849071642e8 1.0400221015656409e8
5400 137705.23731960717 25.551742307290453 6.294280389324734e-7 7.090685650765944e-10 2.979076187472188e-10 7.78563867243065e-6 5.196664931705897e-9 3.6374275258488353e-9 1.2889455215401835e-12 7.387780849071653e8 1.040022101565657e8
5600 142823.50646864378 25.53788256200181 6.270389605834872e-7 7.153087128990286e-10 3.019182358116667e-10 7.534957148891408e-6 6.8555085497301604e-9 4.2276555173303976e-9 -1.1941742963746613e-12 7.38778084907168e8 1.0400221015656489e8
5800 147921.19445361686 25.467150480722477 6.367963428878539e-7 7.233906577513622e-10 2.9450357101410725e-10 7.3344269821973285e-6 5.280703513355078e-9 3.753097999048549e-9 -9.296780932999863e-14 7.387780849071677e8 1.0400221015656443e8
6000 153017.42003344378 25.470396345390444 6.401980620341971e-7 7.311391815456997e-10 2.9644999235954764e-10 7.011670959400362e-6 5.112090695202909e-9 3.726084274457975e-9 7.72789052039694e-13 7.387780849071647e8 1.040022101565648e8
6200 158113.55409601243 25.518511659031468 6.310190415355153e-7 7.449492180826788e-10 2.889751434399248e-10 7.536751127190655e-6 5.163880878455984e-9 4.316496188261354e-9 -1.4448758998709233e-12 7.387780849071635e8 1.0400221015656504e8
6400 163230.88955053687 25.57605695956294 6.274235300069135e-7 7.54589667928497e-10 2.8544965153605545e-10 7.997548436833313e-6 7.201669538492439e-9 4.4085740613653e-9 -9.370206233389264e-13 7.387780849071656e8 1.0400221015656549e8
