#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 cons_h cons_h_vcon1 cons_h_vcon2 dsdu_ut entropy 
0 0.0 100.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.5921287328303682e-13 7.386484226903813e8
200 91906.136938021 460.9125463419424 22.737871395551633 0.005978391719556973 0.005088556581834952 91.16170708921891 0.0681004589474561 0.07763448890948794 2.1827872842550278e-11 0.007620888660453545 1.8298080857829532e-17 1.0062645801799325e-13 7.386484226241206e8
400 183926.7494206732 462.8916845868352 25.376714628936696 0.005597044671031767 0.0049189874778609016 93.29098371563032 0.08042085706752555 0.0847044088243296 2.3646862246096134e-11 0.014087410596805683 7.662601889891574e-17 -1.33106374430622e-13 7.386484225374889e8
600 274691.62888458895 455.9797503394761 19.212454745817222 0.004618485633635815 0.003942284882106596 93.41889583577426 0.03923735504177324 0.04384247134133648 2.000888343900442e-11 0.017332722446705612 3.3457958559543164e-17 -1.7453358857201266e-13 7.386484224431835e8
800 367031.6792688995 459.7986271334301 19.159557359851828 0.00724710857520877 0.006676107155601907 101.73908646554719 0.09497906071359996 0.12022724741512276 2.000888343900442e-11 0.018666574505681266 2.040019071925639e-17 -6.646739120969274e-13 7.386484223291748e8
1000 458258.53382296255 461.6956316608573 26.84655386956115 0.006389060390830137 0.005270867926196247 120.16272072837796 0.0913173384080491 0.07165062328028847 1.2732925824820995e-11 0.0167604532110492 8.026356665734567e-17 -2.7693724956352713e-13 7.386484222199869e8
1200 549255.9549698975 461.5409984531184 29.210388872199392 0.007135089971591535 0.005280458838332798 159.67657117183717 0.06498633658160718 0.03918999320066101 9.094947017729282e-12 0.012842096273666809 2.288990046394012e-16 2.454072174988149e-13 7.386484221092354e8
1400 642181.6581380052 465.8247213342406 21.938350841619364 0.009618846230442473 0.007505530429121442 117.09646991024601 0.09990646972214404 0.15397807162463453 1.2732925824820995e-11 0.004769386267859707 3.195655838449558e-16 2.83371949984897e-13 7.386484219718243e8
1600 733998.3555664726 454.4771549580661 25.05626723103644 0.007389629863654329 0.006320714754212306 138.88245265348178 0.07234715787221271 0.06011063315458229 1.0913936421275139e-11 0.002936535789083733 4.66483238990961e-16 4.166008901378308e-13 7.386484218291105e8
1800 825617.6574548245 465.25265517065577 33.46130861262171 0.008759230562663393 0.005981759789341744 112.80658619530277 0.06844925428983586 0.05713703722826869 9.094947017729282e-12 0.010142629455573496 9.424147511313246e-17 -1.0663217841127178e-13 7.386484216982602e8
2000 918873.4008213314 465.5584385662167 26.64020962525109 0.010713985446278372 0.007158678807087813 166.86115557168569 0.07430836800640161 0.10091636427331435 9.094947017729282e-12 0.017326167553084082 5.970964512793866e-16 -1.1864361919782884e-13 7.386484215507935e8
2200 1.0113743338555718e6 462.4361855166494 24.718510084904224 0.00838958262868714 0.005419897045595766 184.9223086438742 0.05436207009313741 0.03643350674128218 0.0 0.01956883021757143 3.9029297774125565e-17 4.7065237367733753e-14 7.386484214085914e8
2400 1.1030446145912635e6 454.5804984506201 30.550096258512 0.009312545342046119 0.006775012967401068 167.6579462946388 0.09599933801924707 0.08413159374616147 2.3646862246096134e-11 0.018386238165369773 2.1798799779305156e-16 -4.2438381350463053e-13 7.386484212685455e8
2600 1.1957515702104075e6 466.36495601188744 30.583362920435103 0.010295512080810476 0.007115588154199657 142.0872040920858 0.1285940713137513 0.10513657518837818 1.6370904631912708e-11 0.013265207338110402 6.280520762138505e-17 -2.0076265314673928e-13 7.386484211248856e8
2800 1.2876997791900518e6 464.5769877602272 23.815470387930834 0.00816719927233842 0.005934859705907357 182.35403622496074 0.0683668320590177 0.05964810309540886 9.094947017729282e-12 0.006442726477176766 2.794571780725711e-16 -4.390304173208914e-13 7.386484209808204e8
2818 1.296e6 388.7564836149104 25.9198511930282 0.007976046869500035 0.006004868977618456 110.53007632087792 0.07321463393265011 0.06143354028408912 2.000888343900442e-11 0.004856341625221458 7.408628118377546e-16 7.049980347375118e-13 7.386484209663771e8
